OC(=O)Cc1ccccc1I,1,4.04
OC(=O)Cc1ccccc1[N+]([O-])=O,1,4.00
OC(=O)[C@@H]1CCC(=O)N1,1,3.10
OC(=O)[C@@H]1CC[C@H](CC1)C(O)=O,1,5.18
OC(=O)[C@@]1(CCC(=O)N1)c2ccccc2,1,2.69
OC(=O)c1[nH]ccc1,1,4.37
OC(=O)c1c(F)c(F)c(F)c(F)c1F,1,1.50
OC(=O)c1c(F)cccc1F,1,2.24
CCc1[nH]ccn1,1,7.92
CCc1[nH]cnc1CC,1,8.19
CCc1ccc(C)nc1,1,6.43
CCc1cccc(O)c1,1,10.07
CCc1ccccn1,1,6.04
CCc1cccnc1,1,5.78
CCc1ccncc1,1,6.14
CCc1cnccc1C,1,6.35
OC(=O)Cc1ccc(I)cc1,1,4.18
OC(=O)Cc1ccc(cc1)[N+]([O-])=O,1,3.85
OC(=O)Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1,3.50
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,1,7.15
CC[N+]([O-])=O,1,8.57
CC[S](O)(=O)=O,1,1.68
CCc1[nH]c2ccccc2n1,1,6.15
CCc1[nH]cc(C)n1,1,8.60
OC(=O)C[Se]CCCC=C,1,3.80
OC(=O)C[Se]c1ccc(Br)cc1,1,3.59
OC(=O)C[Se]c1ccc(cc1)[N+]([O-])=O,1,3.34
OC(=O)C[Se]c1cccc(c1)[N+]([O-])=O,1,3.44
OC(=O)C[Se]c1ccccc1,1,3.64
OC(=O)C[Se]c1ccccc1Br,1,3.47
OC(=O)C[Se]c1ccccc1[N+]([O-])=O,1,3.31
OC(=O)Cc1ccc(Br)cc1,1,4.19
OC(=O)CSc1ccc(Br)cc1,1,3.22
OC(=O)CSc1ccc(cc1)C#N,1,3.01
OC(=O)CSc1ccc(cc1)[N+]([O-])=O,1,2.98
OC(=O)CSc1cccc(c1)C(F)(F)F,1,3.19
OC(=O)CSc1ccccc1,1,3.31
OC(=O)CSc1ccccc1[N+]([O-])=O,1,2.99
OC(=O)C[N+]([O-])=O,1,1.49
OC(=O)C[Se]CCC=C,1,3.77
OC(=O)COc1ccc(F)cc1,1,3.13
OC(=O)COc1ccc(I)cc1,1,3.16
OC(=O)COc1ccc(cc1)C#N,1,2.93
OC(=O)COc1ccc(cc1)[N+]([O-])=O,1,2.89
OC(=O)COc1cccc(Br)c1,1,3.10
OC(=O)COc1cccc(F)c1,1,3.08
OC(=O)COc1cccc(I)c1,1,3.13
OC(=O)COc1cccc(c1)C#N,1,3.03
CN(O)C(=O)c1ccc(cc1)[N+]([O-])=O,1,7.83
CN(O)C(=O)c1ccccc1,1,8.17
CN(O)C(C)=O,1,8.63
CN1C(=O)C(=NNC(N)=S)c2cc(ccc12)[S](O)(=O)=O,1,8.48
CN1C=CC=C(O)C1=O,1,8.89
CN1CCCC1,1,10.46
CN1CCCCC1,1,10.09
OC(=O)COc1ccc(Br)cc1,1,3.13
CN(C)c1ccc(cc1)[S](O)(=O)=O,1,3.49
CN(C)c1ccccc1,1,5.15
CN(C)c1cccnc1,1,6.52
CN(CC(=O)NCC(O)=O)C(=O)CN,1,8.23
CN(CC(O)=O)C(C)=O,1,3.30
CN(CC(O)=O)C(N)=N,1,2.63
CN(CCO)c1ccccc1C(O)=O,1,8.24
CN(O)C(=O)c1ccc(C)cc1,1,8.39
CCc1nccn1C=C,1,6.88
CCc1sc(N)nn1,1,3.35
CCn1ccnc1,1,7.21
CN,1,10.71
CN(C)C(=S)C(N)=S,1,10.57
CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,1,5.00
CN(C)O,1,5.20
CN(C)c1ccc(cc1)N=Nc2ccccc2[S](O)(=O)=O,1,3.49
OC(=O)C1(O)CCCC1,1,4.01
OC(=O)C1(O)CCCCC1,1,4.01
OC(=O)C1(O)CCCCCC1,1,4.07
OC(=O)C1=C(C(=O)NC(=O)N1)[N+]([O-])=O,1,4.83
OC(=O)C=O,1,3.06
OC(=O)CBr,1,2.82
OC(=O)CC#N,1,2.53
OC(=O)CCBr,1,3.89
CNC(=O)[C@@H](N)CCSC,1,7.33
CNC(=O)[C@H](CCSC)NC(=O)[C@@H](N)Cc1ccccc1,1,7.15
CNC(=O)c1cccnc1,1,3.45
OC(=O)CN(CC(O)=O)c1cc(ccc1C(O)=O)C(O)=O,1,7.54
OC(=O)CN(CCOc1ccccc1)CC(O)=O,1,8.38
OC(=O)CNC(=O)c1ccccc1,1,3.49
OC(=O)CCI,1,3.98
OC(=O)CI,1,3.09
OC(=O)CSCCC=C,1,3.61
OC(=O)CSCCCC=C,1,3.63
CN1N(C(=O)C(=C1C)NC(C)=O)c2ccccc2,1,0.50
CN1N(C(=O)C=C1C)c2ccccc2,1,1.50
CN1N(c2ccccc2)C(=O)C(=C1C)N,1,4.23
CN1N(c2ccccc2)C(=O)C(=C1C)O,1,1.50
CN=C(NCCSCc1nc[nH]c1C)NC#N,1,6.76
CNC(=O)[C@@H](N)CC(C)C,1,7.72
OC(=O)COc1cccc(c1)[N+]([O-])=O,1,2.95
OC(=O)COc1ccccc1,1,3.10
OC(=O)COc1ccccc1Br,1,3.12
OC(=O)COc1ccccc1C#N,1,2.98
OC(=O)COc1ccccc1F,1,3.08
OC(=O)COc1ccccc1I,1,3.17
OC(=O)COc1ccccc1[N+]([O-])=O,1,2.90
OC(=O)CSCC=C,1,3.57
COC(=O)CCC(N)C(=O)OC,1,7.03
COC(=O)CCCN,1,9.84
COC(=O)CCN,1,9.17
COC(=O)CN,1,7.66
COC(=O)CN(C)C(=O)CN,1,8.01
COC(=O)CNC(=O)CN,1,7.78
COC(=O)CS,1,7.99
Nc1ncccc1[N+]([O-])=O,1,2.42
CNc1ccccc1,1,4.84
COC(=O)C(C)N,1,7.76
COC(=O)C(N)C(C)C,1,7.48
COC(=O)C(N)CC(C)C,1,7.63
COC(=O)C(N)CCSC,1,7.10
COC(=O)C(N)CO,1,7.05
COC(=O)C(O)Cc1c[nH]cn1,1,6.73
COC(=O)C1=C(O)C(=O)C(=C1C(=O)OC)C(=O)OC,1,7.84
OC#N,1,3.48
OC(=O)C#CBr,1,1.86
OC(=O)C(=O)Cc1ccccc1,1,2.33
OC(=O)C(Cc1ccccc1)(Cc2ccccc2)C(O)=O,1,7.75
OC(=O)C(O)(c1ccccc1)c2ccccc2,1,2.88
CNCc1[nH]cc(c1)[S](O)(=O)=O,1,9.58
CNO,1,5.96
CNOC,1,4.75
O=C1NNC(=O)N1,1,5.69
O=Cc1cccc(C=O)n1,1,2.13
O=Cc1ccccn1,1,3.84
O=Cc1cccnc1,1,3.75
O=Cc1ccncc1,1,4.65
OB(O)O,1,8.97
OB(O)c1cccc(c1)[N+]([O-])=O,1,6.96
OB(O)c1ccccc1,1,8.75
CON=C(C)C=NO,1,10.55
CO[P](O)(O)=O,1,6.25
CO[P]([O-])(=O)O[P]([O-])(=O)O[P](O)(O)=O,1,6.45
COc1cc(C)nc(C)c1,1,8.04
COc1cc(C=O)ccc1O,1,7.40
