Ligand,Name
2-Hydroxy-3-(2-propyl)benzoic acid (3-Isopropylsalicylic acid),3-Isopropylsalicylic acid
3-Hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid
4-Hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid
3-(3-Hydroxyphenyl)propanoic acid,3-(3-Hydroxyphenyl)propanoic acid
3-(4-Hydroxyphenyl)propanoic acid,3-(4-Hydroxyphenyl)propanoic acid
5-Fluoro-2-hydroxybenzoic acid (5-Fluorosalicylic acid),5-Fluorosalicylic acid
5-Chloro-2-hydroxybenzoic acid (5-Chlorosalicylic acid),5-Chlorosalicylic acid
6-Chloro-2-hydroxybenzoic acid (6-Chlorosalicylic acid),6-Chlorosalicylic acid
5-Bromo-2-hydroxybenzoic acid (5-Bromosalicylic acid),5-Bromosalicylic acid
2-Hydroxy-5-iodobenzoic acid (5-Iodosalicylic acid),5-Iodosalicylic acid
2-Hydroxy-3-nitrobenzoic acid (3-Nitrosalicylic acid),3-Nitrosalicylic acid
2-Hydroxy-4-nitrobenzoic acid (4-Nitrosalicylic acid),4-Nitrosalicylic acid
2-Hydroxy-5-nitrobenzoic acid (5-Nitrosalicylic acid),5-Nitrosalicylic acid
2-Hydroxy-6-nitrobenzoic acid (6-Nitrosalicylic acid),6-Nitrosalicylic acid
"2-Hydroxy-3,5-dinitrobenzoic acid (3,5-Dinitrosalicylic acid)","3,5-Dinitrosalicylic acid"
2-Hydroxy-5-sulfobenzoic acid (5-Sulfosalicylic acid),5-Sulfosalicylic acid
3-Bromo-2-hydroxy-5-sulfobenzoic acid (3-Bromo-5-sulfosalicylic acid),3-Bromo-5-sulfosalicylic acid
2-Hydroxy-5-(4-sulfophenylazo)benzoic acid (3-Carboxy-4-hydroxy-4'-sulfoazobenzene),3-Carboxy-4-hydroxy-4'-sulfoazobenzene
"2-Hydroxy-3,5-disulfobenzoic acid (3,5-Disulfosalicylic acid)","3,5-Disulfosalicylic acid"
2-Hydroxy-3-methoxybenzoic acid (3-Methoxysalicylic acid),3-Methoxysalicylic acid
2-Hydroxy-5-methoxybenzoic acid (5-Methoxysalicylic acid),5-Methoxysalicylic acid
4-Hydroxy-3-methoxyphenylacetic acid,4-Hydroxy-3-methoxyphenylacetic acid
3-(4-Hydroxy-3-methoxyphenyl)propanoic acid,3-(4-Hydroxy-3-methoxyphenyl)propanoic acid
N-(2-Hydroxybenzoyl)glycine (Salicyluric acid),Salicyluric acid
N-Formyl-L-tyrosine,N-Formyl-L-tyrosine
N-Acetyl-DL-tyrosine,N-Acetyl-DL-tyrosine
L-Pyroglutamyl-L-tyrosine,L-Pyroglutamyl-L-tyrosine
2-Hydroxy-5-cyanobenzoic acid (5-Cyanosalicylic acid),5-Cyanosalicylic acid
4-Amino-2-hydroxybenzoic acid (p-Aminosalicylic acid),p-Aminosalicylic acid
5-Amino-2-hydroxybenzoic acid (m-Aminosalicylic acid),m-Aminosalicylic acid
"2,6-Dicarboxyphenol (2-Hydroxyisophthalic acid)",2-Hydroxyisophthalic acid
2-Hydroxybenzaldehyde (Salicylaldehyde),Salicylaldehyde
3-Hydroxybenzaldehyde,3-Hydroxybenzaldehyde
4-Hydroxybenzaldehyde,4-Hydroxybenzaldehyde
3-Chloro-2-hydroxybenzaldehyde (3-Chlorosalicylaldehyde),3-Chlorosalicylaldehyde
4-Chloro-2-hydroxybenzaldehyde (4-Chlorosalicylaldehyde),4-Chlorosalicylaldehyde
5-Chloro-2-hydroxybenzaldehyde (5-Chlorosalicylaldehyde),5-Chlorosalicylaldehyde
6-Chloro-2-hydroxybenzaldehyde (6-Chlorosalicylaldehyde),6-Chlorosalicylaldehyde
2-Hydroxy-3-nitrobenzaldehyde (3-Nitrosalicylaldehyde),3-Nitrosalicylaldehyde
2-Hydroxy-5-nitrobenzaldehyde (5-Nitrosalicylaldehyde),5-Nitrosalicylaldehyde
"2-Hydroxy-3,5-dinitrobenzaldehyde (3,5-Dinitrosalicylaldehyde)","3,5-Dinitrosalicylaldehyde"
2-Hydroxy-5-sulfobenzaldehyde (5-Sulfosalicylaldehyde),5-Sulfosalicylaldehyde
2-Hydroxy-3-methoxybenzaldehyde (o-Vanillin),o-Vanillin
3-Hydroxy-4-methoxybenzaldehyde (Isovanillin),Isovanillin
4-Hydroxy-3-methoxybenzaldehyde (Vanillin),Vanillin
2-Acetylphenol (2-Hydroxyacetophenone),2-Hydroxyacetophenone
3-Acetylphenol (3-Hydroxyacetophenone),3-Hydroxyacetophenone
4-Acetylphenol (4-Hydroxyacetophenone),4-Hydroxyacetophenone
2-Hydroxybenzoic acid methyl ester (Methyl salicylate),Methyl salicylate
4-Thiocarbamylphenol,4-Thiocarbamylphenol
2-Hydroxybenzoic acid amide (Salicylamide),Salicylamide
L-Pyroglutamyl-L-tyrosyl-L-proline amide,L-Pyroglutamyl-L-tyrosyl-L-proline amide
4-Amino-2-hydroxybenzoic acid amide (4-Aminosalicylamide),4-Aminosalicylamide
2-Hydroxybenzohydroxamic acid,2-Hydroxybenzohydroxamic acid
2-Methoxyphenol,2-Methoxyphenol
2-Methoxy-2-nitrosophenol,2-Methoxy-2-nitrosophenol
3-Methoxyphenol,3-Methoxyphenol
4-Methoxyphenol,4-Methoxyphenol
3-Ethoxyphenol,3-Ethoxyphenol
"3,5-Diethoxyphenol","3,5-Diethoxyphenol"
"4-Nitro-2,6-(cyclo-2,5,8,11-tetraoxadodecane)phenol","4-Nitro-2,6-(cyclo-2,5,8,11-tetraoxadodecane)phenol"
"4-Nitro-2,6-(cyclo-2,5,8,11,14-pentaoxapentadecane)phenol","4-Nitro-2,6-(cyclo-2,5,8,11,14-pentaoxapentadecane)phenol"
2-Nitroso-5-(N-propyl-3-sulfopropylamino)phenol,2-Nitroso-5-(N-propyl-3-sulfopropylamino)phenol
3-Hydroxyphenyltrimethylammonium (chloride),chloride
4-Hydroxyphenyltrimethylammonium (chloride),chloride
2-Hydroxybenzaldehyde oxime (Salicylaldoxime),Salicylaldoxime
2-Hydroxy-5-sulfobenzaldehyde oxime (5-Sulfosalicylaldoxime),5-Sulfosalicylaldoxime
"1,2-Dihydroxybenzene (Catechol)",Catechol
"1,3-Dihydroxybenzene (Resorcinol)",Resorcinol
"1,4-Dihydroxybenzene (Hydroquinone)",Hydroquinone
"1,2-Dihydroxy-4-methylbenzene (4-Methylcatechol)",4-Methylcatechol
"1,2-Dihydroxy-4-(2-methyl-2-propyl)benzene (4-t-Butylcatechol)",4-t-Butylcatechol
"1,4-Dihydroxy-2-methylbenzene (Toluhydroquinone)",Toluhydroquinone
"1,4-Dihydroxytetramethylbenzene (Durohydroquinone)",Durohydroquinone
"4-Cyano-1,2-dihydroxybenzene (4-Cyanocatechol)",4-Cyanocatechol
"1,3-Dihydroxy-4-(phenylazo)benzene (2,4-Dihydroxyazobenzene)","2,4-Dihydroxyazobenzene"
"4-Chloro-1,2-dihydroxybenzene (4-Chlorocatechol)",4-Chlorocatechol
"4,5-Dichloro-1,2-dihydroxybenzene (4,5-Dichlorocatechol)","4,5-Dichlorocatechol"
"2,6-Dichloro-1,4-dihydroxybenzene (2,6-Dichlorohydroquinone)","2,6-Dichlorohydroquinone"
"Tetrachloro-1,2-dihydroxybenzene (Tetrachlorocatechol)",Tetrachlorocatechol
"4-Bromo-1,2-dihydroxybenzene (4-Bromocatechol)",4-Bromocatechol
"1,2-Dihydroxy-3-nitrobenzene (3-Nitrocatechol)",3-Nitrocatechol
"1,2-Dihydroxy-4-nitrobenzene (4-Nitrocatechol)",4-Nitrocatechol
"1,2-Dihydroxy-3,4-dinitrobenzene (3,4-Dinitrocatechol)","3,4-Dinitrocatechol"
"1,2-Dihydroxy-3,5-Nitrobenzene (3,5-Dinitrocatechol)","3,5-Dinitrocatechol"
"1,3-Dihydroxy-2,4,6-trinitrobenzene (2,4,6-Trinitroresorcinol)","2,4,6-Trinitroresorcinol"
"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",Nitrosoresorcinol
"1,2-Dihydroxybenzene-4-sulfonic acid (4-Sulfocatechol)",4-Sulfocatechol
"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",Tiron
"2,4-Dihydroxybenzenearsonic acid (4-Arsonoresorcinol)",4-Arsonoresorcinol
"2,3-Dihydroxybenzenecarboxylic acid (o-Pyrocatechuic acid)",o-Pyrocatechuic acid
"2,4-Dihydroxybenzenecarboxylic acid (b-Resorcylic acid)",b-Resorcylic acid
"2,5-Dihydroxybenzenecarboxylic acid (Gentistic acid)",Gentistic acid
"2,6-Dihydroxybenzenecarboxylic acid (g-Resorcylic acid)",g-Resorcylic acid
"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",Protocatechuic acid
"3,5-Dihydroxybenzenecarboxylic acid (a-Resorcylic acid)",a-Resorcylic acid
"3,4-Dihydroxyphenylacetic acid (Homoprotocatechuic acid)",Homoprotocatechuic acid
"3-(3,4-Dihydroxyphenyl)propanoic acid (3,4-Dihydroxyhydrocinnamic acid)","3,4-Dihydroxyhydrocinnamic acid"
"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",Caffeic acid
"2,3-Dihydroxybenzene-1,4-dicarboxylic acid (2,3-Dihydroxyterephalic acid)","2,3-Dihydroxyterephalic acid"
"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",Olsalazine
"trans-1,3,4-Trihydroxy-5-[(3,4-dihydroxyphenyl)propenoyl]cyclohexanecarboxylic acid (Chlorogenic acid)",Chlorogenic acid
"2,3-Dihydroxy-5-sulfobenzoic acid","2,3-Dihydroxy-5-sulfobenzoic acid"
"2,3-Dihydroxy-5-sulfobenzoic acid dimethylamide (DMBS)",DMBS
"2,3-Dihydroxybenzoic acid dimethylamide (DMB)",DMB
"N,N'-Bis(2-hydroxybenzyl)ethylenedinitrilodiacetic acid diamide (HBED diamide) (HBEDDA)",HBEDDA
"3,4-Dihydroxybenzaldehyde (Protocatechualdehyde)",Protocatechualdehyde
"4-(Chloroacetyl)-1,2-dihydroxybenzene","4-(Chloroacetyl)-1,2-dihydroxybenzene"
"1,2-Dihydroxy-3-methoxybenzene (Pyrogallol 1-methyl ether)",Pyrogallol 1-methyl ether
"1,2,3-Trihydroxybenzene (Pyrogallol)",Pyrogallol
"1,2,4-Trihydroxybenzene (Hydroxyquinol)",Hydroxyquinol
"1,3,5-Trihydroxybenzene (Phloroglucinol)",Phloroglucinol
"2,3,4-Trihydroxybenzenesulfonic acid (Pyrogallolsulfate)",Pyrogallolsulfate
"2,3,4-Trihydroxybenzoic acid (Pyrogallolcarboxylic acid)",Pyrogallolcarboxylic acid
"3,4,5-Trihydroxybenzoic acid (Gallic acid)",Gallic acid
"2-(4,5,6-Trihydroxy-3-oxo-3-H-9-xanthenyl)benzene-1-sulfonic acid (Pyrogallol Red)",Pyrogallol Red
4'-Hydroxyfuchson-2''-sulfonic acid (Phenol Red),Phenol Red
"3,3'-Dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Cresol Red)",Cresol Red
"2,2'-Dimethyl-5,5'-di(2-propyl)-4'-hydroxyfuchson-2''-sulfonic acid (Thymol Blue)",Thymol Blue
"3,3'-Dibromo-4'-hydroxyfuchson-2''-sulfonic acid (Bromophenol Red)",Bromophenol Red
"3,3'-Dibromo-5,5'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Bromocresol Purple)",Bromocresol Purple
"3,3'-Dibromo-2,2'-dimethyl-5,5'-di(2-propyl)-4'-hydroxyfuchson-2''-sulfonic acid (Bromothymol Blue)",Bromothymol Blue
"3,3',5,5'-Tetrabromo-2,2'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Bromocresol Green)",Bromocresol Green
"2''-Carboxy-4'-hydroxyfuchson-2,2'-oxide (Fluorescein)",Fluorescein
"3,3'-Dimethyl-4'-hydroxy-2''-sulfofuchson-5,5'-dicarboxylic acid (Eriochrome Cyanine R)",Eriochrome Cyanine R
"2'',6''-Dichloro-3,3'-dimethyl-4'-hydroxy-3''-sulfofuchson-5,5'-dicarboxylic acid (Chrome Azurol S)",Chrome Azurol S
"3,3',4'-Trihydroxyfuchson-2''-sulfonic acid (Pyrocatechol Violet)",Pyrocatechol Violet
"2R,3S-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Catechin)",Catechin
"2R,3R-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Epicatechin)",Epicatechin
Epicatechin dimer (4beta-8),4beta-8
"N,N'-Bis(2,3-dihydroxybenzoyl)-O-serylserine (N-(Dihydroxybenzoyl)serine dimer)",N-(Dihydroxybenzoyl)serine dimer
"1,6-Bis(2,3-dihydroxy-5-sulfobenzoyl)-1,6-diazahexane (4-LICAMS)",4-LICAMS
"N,N',N''-Tris(2,3-dihydroxybenzoyl)-O-seryl-O-serylserine (N-(Dihydroxybenzoyl)serine trimer)",N-(Dihydroxybenzoyl)serine trimer
"1,5,10-Tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane (3,4-LICAMS)","3,4-LICAMS"
"1,10-Di-2-Propyl-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane (Diisopropyl-3,4-LICAMS)","Diisopropyl-3,4-LICAMS"
"1,10-Dicyclohexyl-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane","1,10-Dicyclohexyl-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane"
"1,10-Bis(3-sulfobenzyl)-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane","1,10-Bis(3-sulfobenzyl)-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane"
"1,5,9-Tris(2,3-dihydroxybenzoyl)-1,5,9-triazacyclotridecane (3,3,4-CYCAM)","3,3,4-CYCAM"
"1,5,9-Tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,9-triazadecane (3,3,4-CYCAMS)","3,3,4-CYCAMS"
"1,3,5-Tris(2,3-dihydroxybenzoylaminomethyl)benzene (MECAM)",MECAM
"1,3,5-Tris(2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene (MECAMS)",MECAMS
"1,3,5-Tris(N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene","1,3,5-Tris(N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene"
"1,3,5-Tris(N-2-propyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene","1,3,5-Tris(N-2-propyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene"
"1,3,5-Tris(N-acetyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene","1,3,5-Tris(N-acetyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene"
"N,N',N''-Tris(2,3-dihydroxybenzoyl)cyclo(O-seryl-O-seryl-O-seryl) (Enterobactin)",Enterobactin
"1,3,5-Tris(2,3-dihydroxybenzoylaminocarbonyl)benzene (TRIMCAM)",TRIMCAM
"1,3,5-Tris(2,3-dihydroxy-5-sulfobenzoylaminocarbonyl)benzene (TRIMCAMS)",TRIMCAMS
"N,N',N''-Tris(2,3-dihydroxybenzoyl)nitrilotris(ethyleneamine) (TRENCAM)",TRENCAM
"1,5,10,14-Tetrakis(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10,14-tetraazatetradecane (3,4,3-LICAMS)","3,4,3-LICAMS"
1-Naphthol,1-Naphthol
1-Naphthol-2-sulfonic acid,1-Naphthol-2-sulfonic acid
1-Naphthol-3-sulfonic acid,1-Naphthol-3-sulfonic acid
1-Naphthol-4-sulfonic acid,1-Naphthol-4-sulfonic acid
1-Naphthol-5-sulfonic acid,1-Naphthol-5-sulfonic acid
1-Naphthol-8-sulfonic acid,1-Naphthol-8-sulfonic acid
"1-Naphthol-3,6-disulfonic acid","1-Naphthol-3,6-disulfonic acid"
"1-Naphthol-3,8-disulfonic acid","1-Naphthol-3,8-disulfonic acid"
2-Nitro-1-naphthol,2-Nitro-1-naphthol
2-Nitroso-1-naphthol,2-Nitroso-1-naphthol
2-Nitroso-1-naphthol-4-sulfonic acid (Nitroso-NW acid),Nitroso-NW acid
2-Nitroso-1-naphthol-5-sulfonic acid (Nitroso-C acid),Nitroso-C acid
2-Nitroso-1-naphthol-6-sulfonic acid,2-Nitroso-1-naphthol-6-sulfonic acid
2-Nitroso-1-naphthol-7-sulfonic acid,2-Nitroso-1-naphthol-7-sulfonic acid
2-Nitroso-1-naphthol-8-sulfonic acid (Nitroso-S acid),Nitroso-S acid
"2-Nitroso-1-naphthol-4,6-disulfonic acid","2-Nitroso-1-naphthol-4,6-disulfonic acid"
"2-Nitroso-1-naphthol-4,7-disulfonic acid","2-Nitroso-1-naphthol-4,7-disulfonic acid"
"2-Nitroso-1-naphthol-4,8-disulfonic acid (Nitroso-Schollkopf's acid)",Nitroso-Schollkopf's acid
2-Naphthol,2-Naphthol
2-Naphthol-6-sulfonic acid,2-Naphthol-6-sulfonic acid
2-Naphthol-7-sulfonic acid,2-Naphthol-7-sulfonic acid
"2-Naphthol-3,6-disulfonic acid","2-Naphthol-3,6-disulfonic acid"
"2-Naphthol-6,8-disulfonic acid","2-Naphthol-6,8-disulfonic acid"
1-Nitro-2-naphthol,1-Nitro-2-naphthol
1-Nitroso-2-naphthol,1-Nitroso-2-naphthol
1-Nitroso-2-naphthol-3-sulfonic acid,1-Nitroso-2-naphthol-3-sulfonic acid
1-Nitroso-2-naphthol-4-sulfonic acid,1-Nitroso-2-naphthol-4-sulfonic acid
1-Nitroso-2-naphthol-5-sulfonic acid,1-Nitroso-2-naphthol-5-sulfonic acid
1-Nitroso-2-naphthol-6-sulfonic acid (Nitroso-Schaffer's acid),Nitroso-Schaffer's acid
1-Nitroso-2-naphthol-7-sulfonic acid,1-Nitroso-2-naphthol-7-sulfonic acid
"1-Nitroso-2-naphthol-3,6-disulfonic acid (Nitroso-R acid)",Nitroso-R acid
"1-Nitroso-2-naphthol-5,7-disulfonic acid","1-Nitroso-2-naphthol-5,7-disulfonic acid"
"2-(Phenylazo)-1-naphthol-3,6-disulfonic acid","2-(Phenylazo)-1-naphthol-3,6-disulfonic acid"
"1-(2,4,5-Trimethylphenylazo)-2-naphthol-3,6-disulfonic acid (Ponceau 3R)",Ponceau 3R
"2-(2-Arsonophenylazo)-1-naphthol-3,6-disulfonic acid","2-(2-Arsonophenylazo)-1-naphthol-3,6-disulfonic acid"
"1-(2-Arsonophenylazo)-2-naphthol-3,6-disulfonic acid (Thorin)",Thorin
"1-(2-Phosphonophenylazo)-2-naphthol-3,6-disulfonic acid","1-(2-Phosphonophenylazo)-2-naphthol-3,6-disulfonic acid"
2-Hydroxy-1-naphthoic acid,2-Hydroxy-1-naphthoic acid
1-Hydroxy-2-naphthoic acid,1-Hydroxy-2-naphthoic acid
1-Hydroxy-4-sulfo-2-naphthoic acid,1-Hydroxy-4-sulfo-2-naphthoic acid
1-Hydroxy-7-sulfo-2-naphthoic acid,1-Hydroxy-7-sulfo-2-naphthoic acid
"1-Hydroxy-4,7-disulfo-2-naphthoic acid","1-Hydroxy-4,7-disulfo-2-naphthoic acid"
3-Hydroxy-2-naphthoic acid,3-Hydroxy-2-naphthoic acid
3-Hydroxy-4-sulfo-2-naphthoic acid,3-Hydroxy-4-sulfo-2-naphthoic acid
3-Hydroxy-5-sulfo-2-naphthoic acid,3-Hydroxy-5-sulfo-2-naphthoic acid
3-Hydroxy-7-sulfo-2-naphthoic acid,3-Hydroxy-7-sulfo-2-naphthoic acid
"3-Hydroxy-5,7-disulfo-2-naphthoic acid","3-Hydroxy-5,7-disulfo-2-naphthoic acid"
"8-Amino-1-naphthol-3,6-disulfonic acid (H-acid)",H-acid
"1,2-Dihydroxynaphthalene-4-sulfonic acid","1,2-Dihydroxynaphthalene-4-sulfonic acid"
"1,4-Dihydroxynaphthalene (1,4-Naphthohydroquinone)","1,4-Naphthohydroquinone"
"1,8-Dihydroxynaphthalene","1,8-Dihydroxynaphthalene"
"1,8-Dihydroxynaphthalene-3,6-disulfonic acid (Chromotropic acid)",Chromotropic acid
"2-Bromo-1,8-dihydroxynaphthalene-3,6-disulfonic acid (2-Bromochromotropic acid)",2-Bromochromotropic acid
"2,7-Dibromo-1,8-dihydroxynaphthalene-3,6-disulfonic acid (2,7-Dibromochromotropic acid)","2,7-Dibromochromotropic acid"
"2-(Phenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Chromotrope 2R)",Chromotrope 2R
"2-(2-Methylphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Methylphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(2-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(3-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(3-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(4-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Chromotrope 2B)",Chromotrope 2B
"2-(2-Sulfophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Sulfophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(3-Sulfophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(3-Sulfophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(4-Sulfophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(4-Sulfophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(4-Sulfo-1-naphthylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Chromotrope 8B)",Chromotrope 8B
"2,3-Dihydroxynaphthalene","2,3-Dihydroxynaphthalene"
"2,3-Dihydroxynaphthalene-6-sulfonic acid","2,3-Dihydroxynaphthalene-6-sulfonic acid"
"2-(2-Phosphonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Phosphonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(3-Phosphonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(3-Phosphonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(4-Phosphonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(4-Phosphonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(2-Arsonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Arsenazo I)(Neo-Thorin)",Neo-Thorin
"2,7-Bis(2-arsonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Arsenazo III)",Arsenazo III
"1,7-Dihydroxy-4-sulfo-2-naphthoic acid","1,7-Dihydroxy-4-sulfo-2-naphthoic acid"
"3,5-Dihydroxy-7-sulfo-2-naphthoic acid","3,5-Dihydroxy-7-sulfo-2-naphthoic acid"
"2-(2-Carboxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Carboxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-[2-(Carboxymethyl)phenylazo]-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-[2-(Carboxymethyl)phenylazo]-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(2-Oxalophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Oxalophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-[2-(Carboxymethoxy)phenylazo]-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-[2-(Carboxymethoxy)phenylazo]-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-{2-[Carboxy(hydroxy)methyl]phenylazo}-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-{2-[Carboxy(hydroxy)methyl]phenylazo}-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(2-Methoxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Methoxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(2-Acetylphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Acetylphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(2-Hydroxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Hydroxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
"2-(5-Chloro-2-hydroxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(5-Chloro-2-hydroxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid"
1-(2-Hydroxy-5-sulfophenylazo)-2-naphthol (Solochrome Violet R),Solochrome Violet R
2-Hydroxy-1-(1-hydroxy-2-naphthylazo)naphthalene-4-sulfonic acid (Eriochrome Black B) (Solochrome Black 6),Solochrome Black 6
2-Hydroxy-1-(2-hydroxy-1-naphthylazo)naphthalene-4-sulfonic acid (Eriochrome Black R),Eriochrome Black R
2-Hydroxy-1-(2-hydroxy-1-naphthylazo)-6-nitronaphthalene-4-sulfonic acid (Eriochrome Black A),Eriochrome Black A
2-Hydroxy-1-(1-hydroxy-2-naphthylazo)-6-nitronaphthalene-4-sulfonic acid (Eriochrome Black T),Eriochrome Black T
1-[3-(2-Hydroxy-1-naphthylazo)-2-hydroxy-5-sulfophenylazo]-2-hydroxynaphthalene-6-sulfonic acid (Alizarin Acid Black SN),Alizarin Acid Black SN
"1,2-Dihydroxyanthraquinone-3-sulfonic acid (Alizarin Red S)",Alizarin Red S
Tetracycline,Tetracycline
7-Chlorotetracycline (Chlorcycline),Chlorcycline
7-Chloro-6-demethyltetracycline (Demethylchlorocycline),Demethylchlorocycline
6-Deoxy-6-demethyltetracycline,6-Deoxy-6-demethyltetracycline
4-Dedimethylaminotetracycline,4-Dedimethylaminotetracycline
5-Hydroxytetracycline (Oxycycline),Oxycycline
6-Deoxy-6-demethyl-6-methylene-5-hydroxytetracycline (Methacycline),Methacycline
6-Deoxy-5-beta-hydroxytetracycline (Doxycycline),Doxycycline
Metacycline,Metacycline
Anhydrocycline,Anhydrocycline
6-Demethyl-6-deoxy-7-(dimethylamino)tetracycline (Minocycline),Minocycline
4-N-Methyltetracycline (iodide),iodide
Propanone (Acetone),Acetone
But-1-en-3-one (Methylvinylketone),Methylvinylketone
Acetylbenzene (Acetophenone),Acetophenone
But-2-enal (Crotonaldehyde),Crotonaldehyde
Trifluoroacetaldehyde (Fluoral),Fluoral
Trichloroacetaldehyde (Chloral),Chloral
Propanedial (Malondialdehyde),Malondialdehyde
"Pentane-2,4-dione (Acetylacetone)",Acetylacetone
"Hexane-2,4-dione","Hexane-2,4-dione"
"3-Methylpentane-2,4-dione","3-Methylpentane-2,4-dione"
"Heptane-2,4-dione","Heptane-2,4-dione"
"Heptane-3,5-dione","Heptane-3,5-dione"
"3-Methylhexane-2,4-dione","3-Methylhexane-2,4-dione"
"5-Methylhexane-2,4-dione","5-Methylhexane-2,4-dione"
"3-Ethylpentane-2,4-dione","3-Ethylpentane-2,4-dione"
"6-Methylheptane-2,4-dione","6-Methylheptane-2,4-dione"
"5,5-Dimethylhexane-2,4-dione (Pivaloylacetone)",Pivaloylacetone
"5,5-Dimethylcyclohexane-1,3-dione (Dimedone)",Dimedone
"Nonane-4,6-dione","Nonane-4,6-dione"
