Ligand,Name,smiles
"2,6-Dichloro-1,4-dihydroxybenzene (2,6-Dichlorohydroquinone)","2,6-Dichlorohydroquinone",C1=C(C=C(C(=C1Cl)O)Cl)O
"Tetrachloro-1,2-dihydroxybenzene (Tetrachlorocatechol)",Tetrachlorocatechol,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O)O
"4-Bromo-1,2-dihydroxybenzene (4-Bromocatechol)",4-Bromocatechol,C1=CC(=C(C=C1Br)O)O
"1,2-Dihydroxy-3-nitrobenzene (3-Nitrocatechol)",3-Nitrocatechol,C1=CC(=C(C(=C1)O)O)[N+](=O)[O-]
"1,2-Dihydroxy-4-nitrobenzene (4-Nitrocatechol)",4-Nitrocatechol,C1=CC(=C(C=C1[N+](=O)[O-])O)O
"1,2-Dihydroxy-3,4-dinitrobenzene (3,4-Dinitrocatechol)","3,4-Dinitrocatechol",C1=CC(=C(C(=C1[N+](=O)[O-])[N+](=O)[O-])O)O
"1,2-Dihydroxy-3,5-Nitrobenzene (3,5-Dinitrocatechol)","3,5-Dinitrocatechol",C1=C(C=C(C(=C1[N+](=O)[O-])O)O)[N+](=O)[O-]
"1,3-Dihydroxy-2,4,6-trinitrobenzene (2,4,6-Trinitroresorcinol)","2,4,6-Trinitroresorcinol",C1=C(C(=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])O)[N+](=O)[O-]
"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",Nitrosoresorcinol,C1=CC(=C(C=C1O)O)N=O
"1,2-Dihydroxybenzene-4-sulfonic acid (4-Sulfocatechol)",4-Sulfocatechol,C1=CC(=C(C=C1S(=O)(=O)O)O)O
"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",Tiron,C1=C(C=C(C(=C1O)O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
"2,4-Dihydroxybenzenearsonic acid (4-Arsonoresorcinol)",4-Arsonoresorcinol,
"2,3-Dihydroxybenzenecarboxylic acid (o-Pyrocatechuic acid)",o-Pyrocatechuic acid,C1=CC(=C(C(=C1)O)O)C(=O)O
"2,4-Dihydroxybenzenecarboxylic acid (b-Resorcylic acid)",b-Resorcylic acid,C1=CC(=C(C=C1C(=O)O)O)O
"2,5-Dihydroxybenzenecarboxylic acid (Gentistic acid)",Gentistic acid,
"2,6-Dihydroxybenzenecarboxylic acid (g-Resorcylic acid)",g-Resorcylic acid,
"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",Protocatechuic acid,C1=CC(=C(C=C1C(=O)O)O)O
"3,5-Dihydroxybenzenecarboxylic acid (a-Resorcylic acid)",a-Resorcylic acid,C1=C(C=C(C=C1O)O)C(=O)O
"3,4-Dihydroxyphenylacetic acid (Homoprotocatechuic acid)",Homoprotocatechuic acid,C1=CC(=C(C=C1CC(=O)O)O)O
"3-(3,4-Dihydroxyphenyl)propanoic acid (3,4-Dihydroxyhydrocinnamic acid)","3,4-Dihydroxyhydrocinnamic acid",C1=CC(=C(C=C1CCC(=O)O)O)O
"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",Caffeic acid,C1=CC(=C(C=C1C=CC(=O)O)O)O
"2,3-Dihydroxybenzene-1,4-dicarboxylic acid (2,3-Dihydroxyterephalic acid)","2,3-Dihydroxyterephalic acid",
"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",Olsalazine,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O
"trans-1,3,4-Trihydroxy-5-[(3,4-dihydroxyphenyl)propenoyl]cyclohexanecarboxylic acid (Chlorogenic acid)",Chlorogenic acid,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
"2,3-Dihydroxy-5-sulfobenzoic acid","2,3-Dihydroxy-5-sulfobenzoic acid",
"2,3-Dihydroxy-5-sulfobenzoic acid dimethylamide (DMBS)",DMBS,
"2,3-Dihydroxybenzoic acid dimethylamide (DMB)",DMB,
"N,N'-Bis(2-hydroxybenzyl)ethylenedinitrilodiacetic acid diamide (HBED diamide) (HBEDDA)",HBEDDA,
"3,4-Dihydroxybenzaldehyde (Protocatechualdehyde)",Protocatechualdehyde,C1=CC(=C(C=C1C=O)O)O
"4-(Chloroacetyl)-1,2-dihydroxybenzene","Chloroacetyl-1,2-dihydroxybenzene",
"1,2-Dihydroxy-3-methoxybenzene (Pyrogallol 1-methyl ether)",Pyrogallol 1-methyl ether,COC1=CC=CC(=C1O)O
"1,2,3-Trihydroxybenzene (Pyrogallol)",Pyrogallol,C1=CC(=C(C(=C1)O)O)O
"1,2,4-Trihydroxybenzene (Hydroxyquinol)",Hydroxyquinol,C1=CC(=C(C=C1O)O)O
"1,3,5-Trihydroxybenzene (Phloroglucinol)",Phloroglucinol,C1=C(C=C(C=C1O)O)O
"2,3,4-Trihydroxybenzenesulfonic acid (Pyrogallolsulfate)",Pyrogallolsulfate,C1=C(C(=C(C2=C1OS(=O)(=O)O2)O)O)O
"2,3,4-Trihydroxybenzoic acid (Pyrogallolcarboxylic acid)",Pyrogallolcarboxylic acid,C1=CC(=C(C(=C1C(=O)O)O)O)O
"3,4,5-Trihydroxybenzoic acid (Gallic acid)",Gallic acid,C1=C(C=C(C(=C1O)O)O)C(=O)O
"2-(4,5,6-Trihydroxy-3-oxo-3-H-9-xanthenyl)benzene-1-sulfonic acid (Pyrogallol Red)",Pyrogallol Red,C1=CC=C2C(=C1)C3(C4=C(C(=C(C=C4)O)O)OC5=C3C=CC(=C5O)O)OS2(=O)=O
4'-Hydroxyfuchson-2''-sulfonic acid (Phenol Red),Phenol Red,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
"3,3'-Dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Cresol Red)",Cresol Red,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C=C4)O)C)O
"2,2'-Dimethyl-5,5'-di(2-propyl)-4'-hydroxyfuchson-2''-sulfonic acid (Thymol Blue)",Thymol Blue,CC1=CC(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C=C4C)O)C(C)C)C(C)C)O
"3,3'-Dibromo-4'-hydroxyfuchson-2''-sulfonic acid (Bromophenol Red)",Bromophenol Red,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC(=C(C=C3)O)Br)C4=CC(=C(C=C4)O)Br
"3,3'-Dibromo-5,5'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Bromocresol Purple)",Bromocresol Purple,CC1=CC(=CC(=C1O)Br)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4)C)O)Br
"3,3'-Dibromo-2,2'-dimethyl-5,5'-di(2-propyl)-4'-hydroxyfuchson-2''-sulfonic acid (Bromothymol Blue)",Bromothymol Blue,CC1=C(C=C(C(=C1Br)O)C(C)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C(=C(C(=C4)C(C)C)O)Br)C
"3,3',5,5'-Tetrabromo-2,2'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Bromocresol Green)",Bromocresol Green,CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br
"2''-Carboxy-4'-hydroxyfuchson-2,2'-oxide (Fluorescein)",Fluorescein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
"3,3'-Dimethyl-4'-hydroxy-2''-sulfofuchson-5,5'-dicarboxylic acid (Eriochrome Cyanine R)",Eriochrome Cyanine R,CC1=CC(=CC(=C1[O-])C(=O)[O-])C(=C2C=C(C(=O)C(=C2)C(=O)O)C)C3=CC=CC=C3S(=O)(=O)[O-].[Na+].[Na+].[Na+]
"2'',6''-Dichloro-3,3'-dimethyl-4'-hydroxy-3''-sulfofuchson-5,5'-dicarboxylic acid (Chrome Azurol S)",Chrome Azurol S,CC1=CC(=CC(=C1[O-])C(=O)[O-])C(=C2C=C(C(=O)C(=C2)C(=O)O)C)C3=C(C=CC(=C3Cl)S(=O)(=O)[O-])Cl.[Na+].[Na+].[Na+]
"3,3',4'-Trihydroxyfuchson-2''-sulfonic acid (Pyrocatechol Violet)",Pyrocatechol Violet,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC(=C(C=C3)O)O)C4=CC(=C(C=C4)O)O
"2R,3S-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Catechin)",Catechin,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
"2R,3R-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Epicatechin)",Epicatechin,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
Epicatechin dimer (4beta-8),4beta-8,
"N,N'-Bis(2,3-dihydroxybenzoyl)-O-serylserine (N-(Dihydroxybenzoyl)serine dimer)",Dihydroxybenzoylserine dimer,
"1,6-Bis(2,3-dihydroxy-5-sulfobenzoyl)-1,6-diazahexane (4-LICAMS)",4-LICAMS,
"N,N',N''-Tris(2,3-dihydroxybenzoyl)-O-seryl-O-serylserine (N-(Dihydroxybenzoyl)serine trimer)",Dihydroxybenzoylserine trimer,
"1,5,10-Tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane (3,4-LICAMS)","3,4-LICAMS",C1=C(C=C(C(=C1C(=O)NCCCCN(CCCNC(=O)C2=C(C(=CC(=C2)S(=O)(=O)O)O)O)C(=O)C3=C(C(=CC(=C3)S(=O)(=O)O)O)O)O)O)S(=O)(=O)O
"1,10-Di-2-Propyl-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane (Diisopropyl-3,4-LICAMS)","Diisopropyl-3,4-LICAMS",
"1,10-Dicyclohexyl-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane","2,3-dihydroxy-5-sulfobenzoyl-1,5,10-triazadecane",
"1,10-Bis(3-sulfobenzyl)-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane","2,3-dihydroxy-5-sulfobenzoyl-1,5,10-triazadecane",
"1,5,9-Tris(2,3-dihydroxybenzoyl)-1,5,9-triazacyclotridecane (3,3,4-CYCAM)","3,3,4-CYCAM",
"1,5,9-Tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,9-triazadecane (3,3,4-CYCAMS)","3,3,4-CYCAMS",
"1,3,5-Tris(2,3-dihydroxybenzoylaminomethyl)benzene (MECAM)",MECAM,C1=CC(=C(C(=C1)O)O)C(=O)NCC2=CC(=CC(=C2)CNC(=O)C3=C(C(=CC=C3)O)O)CNC(=O)C4=C(C(=CC=C4)O)O
"1,3,5-Tris(2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene (MECAMS)",MECAMS,
"1,3,5-Tris(N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene","N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethylbenzene",
"1,3,5-Tris(N-2-propyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene","N-2-propyl-2,3-dihydroxy-5-sulfobenzoylaminomethylbenzene",
"1,3,5-Tris(N-acetyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene","N-acetyl-2,3-dihydroxy-5-sulfobenzoylaminomethylbenzene",
"N,N',N''-Tris(2,3-dihydroxybenzoyl)cyclo(O-seryl-O-seryl-O-seryl) (Enterobactin)",Enterobactin,C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O
"1,3,5-Tris(2,3-dihydroxybenzoylaminocarbonyl)benzene (TRIMCAM)",TRIMCAM,
"1,3,5-Tris(2,3-dihydroxy-5-sulfobenzoylaminocarbonyl)benzene (TRIMCAMS)",TRIMCAMS,
"N,N',N''-Tris(2,3-dihydroxybenzoyl)nitrilotris(ethyleneamine) (TRENCAM)",TRENCAM,C1=CC(=C(C(=C1)O)O)C(=O)NCCN(CCNC(=O)C2=C(C(=CC=C2)O)O)CCNC(=O)C3=C(C(=CC=C3)O)O
"1,5,10,14-Tetrakis(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10,14-tetraazatetradecane (3,4,3-LICAMS)","3,4,3-LICAMS",
1-Naphthol,1-Naphthol,C1=CC=C2C(=C1)C=CC=C2O
1-Naphthol-2-sulfonic acid,1-Naphthol-2-sulfonic acid,C1=CC=C2C(=C1)C=CC(=C2O)S(=O)(=O)O
1-Naphthol-3-sulfonic acid,1-Naphthol-3-sulfonic acid,C1=CC=C2C(=C1)C=C(C=C2O)S(=O)(=O)O
1-Naphthol-4-sulfonic acid,1-Naphthol-4-sulfonic acid,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)O)O
1-Naphthol-5-sulfonic acid,1-Naphthol-5-sulfonic acid,C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)O
1-Naphthol-8-sulfonic acid,1-Naphthol-8-sulfonic acid,C1=CC2=C(C(=C1)O)C(=CC=C2)S(=O)(=O)O
"1-Naphthol-3,6-disulfonic acid","1-Naphthol-3,6-disulfonic acid",C1=CC2=C(C=C(C=C2C=C1S(=O)(=O)O)S(=O)(=O)O)O
"1-Naphthol-3,8-disulfonic acid","1-Naphthol-3,8-disulfonic acid",C1=CC2=CC(=CC(=C2C(=C1)S(=O)(=O)O)O)S(=O)(=O)O
2-Nitro-1-naphthol,2-Nitro-1-naphthol,C1=CC=C2C(=C1)C=CC(=C2O)[N+](=O)[O-]
2-Nitroso-1-naphthol,2-Nitroso-1-naphthol,C1=CC=C2C(=C1)C=CC(=C2O)N=O
2-Nitroso-1-naphthol-4-sulfonic acid (Nitroso-NW acid),Nitroso-NW acid,
2-Nitroso-1-naphthol-5-sulfonic acid (Nitroso-C acid),Nitroso-C acid,
2-Nitroso-1-naphthol-6-sulfonic acid,2-Nitroso-1-naphthol-6-sulfonic acid,C1=CC2=C(C=CC(=C2O)N=O)C=C1S(=O)(=O)O
2-Nitroso-1-naphthol-7-sulfonic acid,2-Nitroso-1-naphthol-7-sulfonic acid,C1=CC(=CC2=C1C=CC(=C2O)N=O)S(=O)(=O)O
2-Nitroso-1-naphthol-8-sulfonic acid (Nitroso-S acid),Nitroso-S acid,
"2-Nitroso-1-naphthol-4,6-disulfonic acid","2-Nitroso-1-naphthol-4,6-disulfonic acid",
"2-Nitroso-1-naphthol-4,7-disulfonic acid","2-Nitroso-1-naphthol-4,7-disulfonic acid",
"2-Nitroso-1-naphthol-4,8-disulfonic acid (Nitroso-Schollkopf's acid)",Nitroso-Schollkopf's acid,
2-Naphthol,2-Naphthol,C1=CC=C2C=C(C=CC2=C1)O
2-Naphthol-6-sulfonic acid,2-Naphthol-6-sulfonic acid,C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C=C1O
2-Naphthol-7-sulfonic acid,2-Naphthol-7-sulfonic acid,C1=CC(=CC2=C1C=CC(=C2)S(=O)(=O)O)O
"2-Naphthol-3,6-disulfonic acid","2-Naphthol-3,6-disulfonic acid",C1=CC(=CC2=CC(=C(C=C21)O)S(=O)(=O)O)S(=O)(=O)O
"2-Naphthol-6,8-disulfonic acid","2-Naphthol-6,8-disulfonic acid",C1=CC(=CC2=C(C=C(C=C21)S(=O)(=O)O)S(=O)(=O)O)O
1-Nitro-2-naphthol,1-Nitro-2-naphthol,C1=CC=C2C(=C1)C=CC(=C2[N+](=O)[O-])O
1-Nitroso-2-naphthol,1-Nitroso-2-naphthol,C1=CC=C2C(=C1)C=CC(=C2N=O)O
1-Nitroso-2-naphthol-3-sulfonic acid,1-Nitroso-2-naphthol-3-sulfonic acid,
1-Nitroso-2-naphthol-4-sulfonic acid,1-Nitroso-2-naphthol-4-sulfonic acid,
1-Nitroso-2-naphthol-5-sulfonic acid,1-Nitroso-2-naphthol-5-sulfonic acid,
1-Nitroso-2-naphthol-6-sulfonic acid (Nitroso-Schaffer's acid),Nitroso-Schaffer's acid,
1-Nitroso-2-naphthol-7-sulfonic acid,1-Nitroso-2-naphthol-7-sulfonic acid,C1=CC(=CC2=C1C=CC(=C2N=O)O)S(=O)(=O)O
"1-Nitroso-2-naphthol-3,6-disulfonic acid (Nitroso-R acid)",Nitroso-R acid,
"1-Nitroso-2-naphthol-5,7-disulfonic acid","1-Nitroso-2-naphthol-5,7-disulfonic acid",C1=CC(=C(C2=C1C(=CC(=C2)S(=O)(=O)O)S(=O)(=O)O)N=O)O
"2-(Phenylazo)-1-naphthol-3,6-disulfonic acid","Phenylazo-1-naphthol-3,6-disulfonic acid",
"1-(2,4,5-Trimethylphenylazo)-2-naphthol-3,6-disulfonic acid (Ponceau 3R)",Ponceau 3R,CC1=CC(=C(C=C1C)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)[O-])S(=O)(=O)[O-])C.[Na+].[Na+]
"2-(2-Arsonophenylazo)-1-naphthol-3,6-disulfonic acid","2-Arsonophenylazo-1-naphthol-3,6-disulfonic acid",
"1-(2-Arsonophenylazo)-2-naphthol-3,6-disulfonic acid (Thorin)",Thorin,C1=CC=C(C(=C1)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)[O-])S(=O)(=O)[O-])[As](=O)(O)O.[Na+].[Na+]
"1-(2-Phosphonophenylazo)-2-naphthol-3,6-disulfonic acid","2-Phosphonophenylazo-2-naphthol-3,6-disulfonic acid",
2-Hydroxy-1-naphthoic acid,2-Hydroxy-1-naphthoic acid,C1=CC=C2C(=C1)C=CC(=C2C(=O)O)O
1-Hydroxy-2-naphthoic acid,1-Hydroxy-2-naphthoic acid,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O
1-Hydroxy-4-sulfo-2-naphthoic acid,1-Hydroxy-4-sulfo-2-naphthoic acid,C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)S(=O)(=O)O
1-Hydroxy-7-sulfo-2-naphthoic acid,1-Hydroxy-7-sulfo-2-naphthoic acid,C1=CC(=CC2=C1C=CC(=C2O)C(=O)O)S(=O)(=O)O
"1-Hydroxy-4,7-disulfo-2-naphthoic acid","1-Hydroxy-4,7-disulfo-2-naphthoic acid",C1=CC2=C(C=C(C(=C2C=C1S(=O)(=O)O)O)C(=O)O)S(=O)(=O)O
3-Hydroxy-2-naphthoic acid,3-Hydroxy-2-naphthoic acid,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O
3-Hydroxy-4-sulfo-2-naphthoic acid,3-Hydroxy-4-sulfo-2-naphthoic acid,C1=CC=C2C(=C1)C=C(C(=C2S(=O)(=O)O)O)C(=O)O
3-Hydroxy-5-sulfo-2-naphthoic acid,3-Hydroxy-5-sulfo-2-naphthoic acid,C1=CC2=CC(=C(C=C2C(=C1)S(=O)(=O)O)O)C(=O)O
3-Hydroxy-7-sulfo-2-naphthoic acid,3-Hydroxy-7-sulfo-2-naphthoic acid,C1=CC(=CC2=CC(=C(C=C21)O)C(=O)O)S(=O)(=O)O
"3-Hydroxy-5,7-disulfo-2-naphthoic acid","3-Hydroxy-5,7-disulfo-2-naphthoic acid",C1=C2C=C(C(=CC2=C(C=C1S(=O)(=O)O)S(=O)(=O)O)O)C(=O)O
"8-Amino-1-naphthol-3,6-disulfonic acid (H-acid)",H-acid,C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)O)N)O)S(=O)(=O)O
"1,2-Dihydroxynaphthalene-4-sulfonic acid","1,2-Dihydroxynaphthalene-4-sulfonic acid",
"1,4-Dihydroxynaphthalene (1,4-Naphthohydroquinone)","1,4-Naphthohydroquinone",C1=CC=C2C(=C1)C(=CC=C2O)O
"1,8-Dihydroxynaphthalene","1,8-Dihydroxynaphthalene",C1=CC2=C(C(=C1)O)C(=CC=C2)O
"1,8-Dihydroxynaphthalene-3,6-disulfonic acid (Chromotropic acid)",Chromotropic acid,C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)O)O)O)S(=O)(=O)O
"2-Bromo-1,8-dihydroxynaphthalene-3,6-disulfonic acid (2-Bromochromotropic acid)",2-Bromochromotropic acid,
"2,7-Dibromo-1,8-dihydroxynaphthalene-3,6-disulfonic acid (2,7-Dibromochromotropic acid)","2,7-Dibromochromotropic acid",
"2-(Phenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Chromotrope 2R)",Chromotrope 2R,C1=CC=C(C=C1)N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])O)O.[Na+].[Na+]
"2-(2-Methylphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-Methylphenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(2-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-Nitrophenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(3-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","3-Nitrophenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(4-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Chromotrope 2B)",Chromotrope 2B,C1=CC(=CC=C1N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])O)O)[N+](=O)[O-].[Na+].[Na+]
"2-(2-Sulfophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-Sulfophenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(3-Sulfophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","3-Sulfophenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(4-Sulfophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","4-Sulfophenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(4-Sulfo-1-naphthylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Chromotrope 8B)",Chromotrope 8B,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])O)O.[Na+].[Na+].[Na+]
"2,3-Dihydroxynaphthalene","2,3-Dihydroxynaphthalene",C1=CC=C2C=C(C(=CC2=C1)O)O
"2,3-Dihydroxynaphthalene-6-sulfonic acid","2,3-Dihydroxynaphthalene-6-sulfonic acid",C1=CC(=CC2=CC(=C(C=C21)O)O)S(=O)(=O)O
"2-(2-Phosphonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-Phosphonophenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(3-Phosphonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","3-Phosphonophenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(4-Phosphonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","4-Phosphonophenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(2-Arsonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Arsenazo I)(Neo-Thorin)",Neo-Thorin,
"2,7-Bis(2-arsonophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Arsenazo III)",Arsenazo III,C1=CC=C(C(=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)O)S(=O)(=O)O)N=NC4=CC=CC=C4[As](=O)(O)O)O)O)[As](=O)(O)O
"1,7-Dihydroxy-4-sulfo-2-naphthoic acid","1,7-Dihydroxy-4-sulfo-2-naphthoic acid",C1=CC2=C(C=C(C(=C2C=C1O)O)C(=O)O)S(=O)(=O)O
"3,5-Dihydroxy-7-sulfo-2-naphthoic acid","3,5-Dihydroxy-7-sulfo-2-naphthoic acid",C1=C2C=C(C(=CC2=C(C=C1S(=O)(=O)O)O)O)C(=O)O
"2-(2-Carboxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-Carboxyphenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-[2-(Carboxymethyl)phenylazo]-1,8-dihydroxynaphthalene-3,6-disulfonic acid","Carboxymethylphenylazo]-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(2-Oxalophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-Oxalophenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-[2-(Carboxymethoxy)phenylazo]-1,8-dihydroxynaphthalene-3,6-disulfonic acid","Carboxymethoxyphenylazo]-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-{2-[Carboxy(hydroxy)methyl]phenylazo}-1,8-dihydroxynaphthalene-3,6-disulfonic acid","hydroxymethyl]phenylazo}-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(2-Methoxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-Methoxyphenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(2-Acetylphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-Acetylphenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(2-Hydroxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-Hydroxyphenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(5-Chloro-2-hydroxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","5-Chloro-2-hydroxyphenylazo-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
1-(2-Hydroxy-5-sulfophenylazo)-2-naphthol (Solochrome Violet R),Solochrome Violet R,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C=CC(=C3)S(=O)(=O)[O-])O)O.[Na+]
2-Hydroxy-1-(1-hydroxy-2-naphthylazo)naphthalene-4-sulfonic acid (Eriochrome Black B) (Solochrome Black 6),Solochrome Black 6,
2-Hydroxy-1-(2-hydroxy-1-naphthylazo)naphthalene-4-sulfonic acid (Eriochrome Black R),Eriochrome Black R,
2-Hydroxy-1-(2-hydroxy-1-naphthylazo)-6-nitronaphthalene-4-sulfonic acid (Eriochrome Black A),Eriochrome Black A,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C4C=CC(=CC4=C(C=C3O)S(=O)(=O)[O-])[N+](=O)[O-])O.[Na+]
2-Hydroxy-1-(1-hydroxy-2-naphthylazo)-6-nitronaphthalene-4-sulfonic acid (Eriochrome Black T),Eriochrome Black T,C1=CC=C2C(=C1)C=CC(=C2O)N=NC3=C4C=CC(=CC4=C(C=C3O)S(=O)(=O)[O-])[N+](=O)[O-].[Na+]
1-[3-(2-Hydroxy-1-naphthylazo)-2-hydroxy-5-sulfophenylazo]-2-hydroxynaphthalene-6-sulfonic acid (Alizarin Acid Black SN),Alizarin Acid Black SN,
"1,2-Dihydroxyanthraquinone-3-sulfonic acid (Alizarin Red S)",Alizarin Red S,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)S(=O)(=O)[O-].[Na+]
Tetracycline,Tetracycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
7-Chlorotetracycline (Chlorcycline),Chlorcycline,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
