metal_ion,SMILES,pKa_num,pKa_value,predicted_positions
Cd2+,CNC(=O)[C@@H](N)CCSC,1,[2.29],[5]
Cd2+,CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O,1,[3.66],[20]
Cd2+,CNCCSCCNC,1,[4.4],[1]
Cd2+,CNCCSCCOCCSCCNC,1,[4.4],[13]
Cd2+,CO[P]([O-])(=O)O[P]([O-])([O-])=O,1,[4.27],[9]
Cd2+,COc1cccc(SCC(O)=O)c1,1,[0.79],[10]
Cd2+,COc1ccccc1C(O)=O,1,[1.3],[9]
Cd2+,COc1ccccc1SCC(O)=O,1,[0.86],[11]
Cd2+,COc1ccccc1[Se]CC(O)=O,1,[0.83],[11]
Cd2+,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(O)=O,1,[14.06],[2]
Cd2+,C[C@H](N)C(=O)N[C@@H](CS)C(O)=O,1,[13.71],[2]
Cd2+,C[P](O)(O)=O,1,[2.9],[2]
Cd2+,Cc1c(cccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[3.19],[19]
Cd2+,Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[3.75],[14]
Cd2+,Cc1ncc(CO)c(CN)c1O,1,[4.59],[9]
Cd2+,Cc1ncc(C[n+]2csc(CCO[P](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,1,[4.19],[24]
Cd2+,N,1,[2.57],[]
Cd2+,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O,1,[5.095000000000001],[14]
Cd2+,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O,1,[4.23],[14]
Cd2+,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,1,[1.1],[0]
Cd2+,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,1,[5.18],[0]
Cd2+,NCC(CN)(CN)CN.NCC(CN)(CN)CN,1,[5.7],[13]
Cd2+,NCCC(=O)NC(Cc1[nH]cnc1)C(O)=O,1,[3.19],[0]
Cd2+,NCCCN1CCCN(CCCN)CC1,1,[5.81],[0]
Cd2+,NCCCN1CCN(CCCN)CC1,1,[-4.5],[11]
Cd2+,NCCN1CCCN(CCN)CC1,1,[9.18],[0]
Cd2+,NCCN1CCCN(CCN)CCC1,1,[10.94],[0]
Cd2+,NCCN1CCN(CCN)CC1,1,[4.51],[9]
Cd2+,NCCNCCCc1ccccn1.NCCNCCc2ccccn2,1,[6.2],[13]
Cd2+,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](O[C@@H]2CO)O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@H](N)[C@@H](O)[C@@H]1O,1,[9.11],[0]
Cd2+,N[C@@H](CC(N)=O)C(O)=O,1,[7.05],[0]
Cd2+,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,1,[6.18],[0]
Cd2+,N[C@@H](CCO)C(O)=O,1,[3.69],[0]
Cd2+,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1,[5.5],[0]
Cd2+,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1,[-4.75],[0]
Cd2+,O=C1CCNCCNCCNCCNCCN1,1,[11.6],[13]
Cd2+,O=C1NC(=O)c2[nH]cnc2N1,1,[2.63],[8]
Cd2+,OC(=O)C(=C)O[P](O)(O)=O,1,[2.96],[0]
Cd2+,OC(=O)C(C(O)=O)c1ccccc1,1,[2.23],[0]
Cd2+,OC(=O)C(CC=C)C(O)=O,1,[2.32],[8]
Cd2+,OC(=O)C(CCC=C)C(O)=O,1,[2.39],[0]
Cd2+,OC(=O)C(CCCC=C)C(O)=O,1,[2.6],[10]
Cd2+,OC(=O)C1(CCC1)C(O)=O,1,[2.68],[0]
Cd2+,OC(=O)CC(=C)C(O)=O,1,[2.3],[0]
Cd2+,OC(=O)CC(O)=O,1,[2.58],[5]
Cd2+,OC(=O)CCC(O)=O,1,[2.03],[0]
Cd2+,OC(=O)CCCC(O)=O,1,[2.0],[0]
Cd2+,OC(=O)CCCCC(O)=O,1,[2.1],[0]
Cd2+,OC(=O)CCCCCC(O)=O,1,[1.8],[9]
Cd2+,OC(=O)CCSCC(O)=O,1,[3.09],[0]
Cd2+,OC(=O)CCSCCC(O)=O,1,[2.31],[0]
Cd2+,OC(=O)CC[Se]CCC(O)=O,1,[2.07],[0]
Cd2+,OC(=O)CC[Te]CCC(O)=O,1,[2.85],[9]
Cd2+,OC(=O)CN(CC(O)=O)c1cc(ccc1C(O)=O)C(O)=O,1,[7.54],[19]
Cd2+,OC(=O)CN(CC(O)=O)c1ccc(Cl)cc1N(CC(O)=O)CC(O)=O,1,[12.15],[7]
Cd2+,OC(=O)CN(CC(O)=O)c1ccc(cc1)N(CC(O)=O)CC(O)=O,1,[4.49],[18]
Cd2+,OC(=O)CN(CC(O)=O)c1cccc(c1)N(CC(O)=O)CC(O)=O,1,[3.68],[0]
Cd2+,OC(=O)CN(CC(O)=O)c1ccccc1C(O)=O,1,[7.43],[16]
Cd2+,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,1,[16.5],[4]
Cd2+,OC(=O)CNCCNCC(O)=O,1,[9.1],[4]
Cd2+,OC(=O)CNCc1ccccn1,1,[6.1],[11]
Cd2+,OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,1,[8.55],[0]
Cd2+,OC(=O)CNc1ccccc1,1,[2.0],[0]
Cd2+,OC(=O)CNc1ccccc1C(O)=O.OC(=O)CNc2ccccc2C(O)=O,1,[2.3],[26]
Cd2+,OC(=O)COCC(O)=O,1,[3.21],[0]
Cd2+,OC(=O)COc1ccccc1,1,[1.0],[0]
Cd2+,OC(=O)COc1ccccc1C(O)=O.OC(=O)COc2ccccc2C(O)=O,1,[2.0],[0]
Cd2+,OC(=O)CSCCC=C,1,[0.51],[0]
Cd2+,OC(=O)CSCCSCC(O)=O,1,[2.82],[0]
Cd2+,OC(=O)CSSCC(O)=O,1,[1.9],[8]
Cd2+,OC(=O)CSc1ccccc1,1,[1.2],[0]
Cd2+,OC(=O)CSc1ccccc1C(O)=O.OC(=O)CSc2ccccc2C(O)=O,1,[2.0],[26]
Cd2+,OC(=O)C[Se]CC(O)=O,1,[2.57],[0]
Cd2+,OC(=O)C[Se]CCC=C,1,[0.7],[0]
Cd2+,OC(=O)C[Se]c1ccccc1,1,[0.68],[0]
Cd2+,OC(=O)[C@H](CS)NCCN[C@@H](CS)C(O)=O,1,[20.97],[0]
Cd2+,OC(=O)[P](O)(O)=O,1,[5.45],[0]
Cd2+,OC(=O)c1ccccc1C(O)=O,1,[2.5],[0]
Cd2+,OC(=S)C(O)=S,1,[12.7],[4]
Cd2+,OC(C(CC(O)=O)C(O)=O)C(O)=O,1,[3.1],[5]
Cd2+,OC(Cc1ccccn1)c2ccccc2,1,[1.35],[8]
Cd2+,OC(O)=O,1,[3.5],[0]
Cd2+,OC1=CC=CC=CC1=O,1,[4.6],[0]
Cd2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,1,[5.165],[18]
Cd2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,1,[5.18],[19]
Cd2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,1,[4.22],[10]
Cd2+,OCC1=CC(=O)C(=CO1)O,1,[4.09],[9]
Cd2+,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,1,[13.7],[6]
Cd2+,OCCNCCc1ccccn1,1,[4.4],[11]
Cd2+,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3C(=O)NC(=O)Nc23,1,[1.96],[9]
Cd2+,O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O,1,[2.49],[5]
Cd2+,O[C@H]([C@@H](O)C(O)=O)C(O)=O,1,[6.72],[5]
Cd2+,O[P](O)(=O)CCl,1,[2.43],[0]
Cd2+,O[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O,1,[0.77],[11]
Cd2+,O[P](O)([O-])=O,1,[6.12],[2]
Cd2+,Oc1c(cc(c2cccnc12)[S](O)(=O)=O)[N+]([O-])=O,1,[4.14],[0]
Cd2+,Oc1c(ccc2ccccc12)N=O,1,[3.33],[0]
Cd2+,[O-][N+](=O)c1ccc(O[P]([O-])([O-])=O)cc1,1,[2.05],[1]
Cd2+,[O-][P]([O-])(=O)O[P]([O-])(=O)Oc1ccccc1,1,[4.21],[11]
Cd2+,[O-][P]([O-])(=O)Oc1ccccc1,1,[2.38],[7]
Cd2+,CC(=O)CN(CC(O)=O)CC(O)=O,2,"[6.77, 10.9]","[4, 11]"
Cd2+,CC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[2.7, 4.65]","[12, 10]"
Cd2+,CC(C)C1=CC(=O)C(=CC=C1)O,2,"[5.27, 9.94]","[11, 7]"
Cd2+,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@@]3(O)[C@H]2C=C(C)C3=O)[C@@H]4C(C)(C)[C@]14OC(C)=O,2,"[9.7, 14.07]","[20, 25]"
Cd2+,CCCC[C@H](N)C(O)=O,2,"[-7.33, -3.86]","[5, 7]"
Cd2+,CCC[C@H](N)C(O)=O,2,"[-7.03, 3.73]","[4, 6]"
Cd2+,CNCc1ccccn1,2,"[4.5, 8.1]","[8, 1]"
Cd2+,COC(=O)[C@@H](N)CS,2,"[8.7, 16.3]","[5, 7]"
Cd2+,COC(=O)[C@@H](N)Cc1c[nH]cn1,2,"[3.98, 6.79]","[5, 9]"
Cd2+,CSCC[C@H](NC(=O)CN)C(O)=O,2,"[-5.06, 2.82]","[9, 11]"
Cd2+,C[C@@H](O)[C@H](N)C(O)=O,2,"[3.9, 7.1]","[4, 6]"
Cd2+,C[C@H](N)C(=O)NO,2,"[4.52, 7.85]","[2, 6]"
Cd2+,Cc1cc2cccnc2c3ncccc13,2,"[6.13, 11.0]","[7, 10]"
Cd2+,Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,2,"[8.72, 13.8]","[7, 16]"
Cd2+,NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,2,"[2.65, 5.2]","[0, 15]"
Cd2+,NCC(=O)NCC(=O)NCC(O)=O,2,"[2.7, 5.3]","[0, 11]"
Cd2+,NCC(=O)NO,2,"[4.81, 8.24]","[0, 5]"
Cd2+,NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[3.36, 5.52]","[0, 11]"
Cd2+,NCC(N)=O,2,"[2.65, 4.88]","[0, 3]"
Cd2+,NCCNCCO.NCCNCCO,2,"[5.02, 9.19]","[7, 0]"
Cd2+,NCCS,2,"[10.13, 17.8]","[0, 3]"
Cd2+,NCc1ccccn1,2,"[4.4, 8.15]","[0, 7]"
Cd2+,NNC(N)=S,2,"[2.33, 4.51]","[0, 1]"
Cd2+,NNC(N)=[Se],2,"[2.96, 5.18]","[0, 1]"
Cd2+,N[C@@H](CC(O)=O)C(O)=O,2,"[4.35, 7.55]","[0, 4]"
Cd2+,N[C@@H](CCC(O)=O)C(O)=O,2,"[3.8, 6.73]","[0, 5]"
Cd2+,N[C@@H](CS)C(=O)NCC(O)=O,2,"[9.84, 17.4]","[0, 3]"
Cd2+,N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,2,"[4.55, 7.9]","[0, 7]"
Cd2+,OC(=O)C1(O)CCCC1,2,"[1.45, 2.38]","[0, 4]"
Cd2+,OC(=O)CC(O)(CC(O)=O)C(O)=O,2,"[3.69, 5.3]","[11, 0]"
Cd2+,OC(=O)CC(S)C(O)=O,2,"[-13.51, 10.05]","[5, 0]"
Cd2+,OC(=O)CN(CC(O)=O)C1C(=O)NC(=O)NC1=O,2,"[11.235, 18.28]","[4, 0]"
Cd2+,OC(=O)CN(CC(O)=O)CC(=O)c1ccccc1,2,"[7.37, 12.34]","[4, 7]"
Cd2+,OC(=O)CN(CC(O)=O)CC(=O)c1sccc1,2,"[7.43, 12.36]","[4, 13]"
Cd2+,OC(=O)CN(CC(O)=O)Cc1ccccn1,2,"[9.92, 15.1]","[4, 15]"
Cd2+,OC(=O)CNc1cccc2cccnc12,2,"[2.7, 5.3]","[13, 4]"
Cd2+,OC(=O)CSCC(O)=O,2,"[3.14, 5.57]","[0, 7]"
Cd2+,OC(=O)c1cccc(n1)C(O)=O,2,"[6.36, 10.9]","[8, 10]"
Cd2+,OCCS,2,"[6.1, 12.41]","[3, 0]"
Cd2+,O[S](=O)(=O)c1ccc(Sc2ccccc2)cc1,2,"[0.67, 3.04]","[0, 6]"
Cd2+,Oc1ccc(c2cccnc12)[S](O)(=O)=O,2,"[-11.8, -6.39]","[9, 0]"
Cd2+,SC#N,2,"[1.68, 2.37]","[0, 2]"
Cd2+,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=C(c3cccnc3C2=O)[S]([O-])(=O)=O)c4ccccc14,2,"[-13.29, -8.03]","[10, 19]"
Cd2+,c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c5ccccc25,2,"[6.4, 11.76]","[10, 9]"
Cd2+,c1ccncc1,2,"[1.32, 2.03]","[3, 4]"
Cd2+,CC(=O)N[C@@H](C(O)=O)C(C)(C)S,3,"[7.53, 14.11, 17.44]","[6, 11, 4]"
Cd2+,CC(=O)N[C@@H](CS)C(O)=O,3,"[7.05, 13.49, 17.41]","[6, 8, 3]"
Cd2+,CC(C)[C@H](N)C(O)=O,3,"[-6.81, 3.72, 8.83]","[4, 6, 3]"
Cd2+,C[C@H](N)C(O)=O,3,"[3.98, 7.35, 9.93]","[2, 4, 1]"
Cd2+,Cc1ccc2ccc3ccc(C)nc3c2n1,3,"[4.1, 7.4, 10.4]","[12, 15, 5]"
Cd2+,Cc1ccc2ccc3cccnc3c2n1,3,"[5.15, 9.65, 13.3]","[11, 14, 10]"
Cd2+,NCC(O)=O,3,"[4.25, 7.77, 10.0]","[0, 3, 4]"
Cd2+,NCCCN,3,"[4.5, 7.2, 8.0]","[4, 0, 3]"
Cd2+,NCCN,3,"[5.4, 9.87, 12.1]","[3, 0, 2]"
Cd2+,NCCc1c[nH]cn1,3,"[4.75, 7.91, 9.93]","[0, 7, 5]"
Cd2+,N[C@@H](CO)C(O)=O,3,"[3.77, 7.03, 9.33]","[0, 5, 1]"
Cd2+,N[C@@H](Cc1ccccc1)C(O)=O,3,"[3.62, 6.82, 9.2]","[0, 10, 1]"
Cd2+,OC(=O)\C=C/C(O)=O,3,"[2.3, 3.6, 3.8]","[6, 0, 7]"
Cd2+,OC(=O)c1ccccn1,3,"[4.35, 8.0, 10.79]","[8, 0, 6]"
Cd2+,Oc1cccc2cccnc12,3,"[7.34, 13.44, 17.96]","[0, 9, 8]"
Cd2+,[nH]1cccn1,3,"[1.1, 1.6, 1.8]","[4, 0, 1]"
Cd2+,[nH]1ccnc1c2ccccn2,3,"[4.7, 8.16, 10.74]","[10, 0, 3]"
Cd2+,c1ccc(nc1)c2ccccn2,3,"[4.22, 7.8, 10.4]","[4, 11, 5]"
Cd2+,c1cnc2c(c1)ccc3ncccc23,3,"[5.66, 10.57, 14.7]","[9, 2, 10]"
Cd2+,[nH]1ccnc1,4,"[2.72, 4.7, 6.1, 6.87]","[3, 0, 2, 4]"
Co2+,C(CN(Cc1ccccn1)Cc2ccccn2)N(Cc3ccccn3)Cc4ccccn4,1,[16.4],[24]
Co2+,C(CNCc1c[nH]cn1)NCc2c[nH]cn2,1,[11.43],[8]
Co2+,C(COCCNCc1c[nH]cn1)NCc2c[nH]cn2,1,[9.64],[18]
Co2+,C1CNCCNCCCNCCNC1,1,[-14.3],[5]
Co2+,C1CNCCNCCN1,1,[11.2],[8]
Co2+,C1CNCCSCCOCCSCCN1,1,[5.2],[14]
Co2+,C=CCCCc1ccccn1,1,[1.2],[10]
Co2+,C=CCCc1ccccn1,1,[1.2],[9]
Co2+,C=CCc1ccccn1,1,[1.5],[8]
Co2+,C=Cc1ccccn1,1,[0.8],[7]
Co2+,C=Cc1ccncc1,1,[1.6],[5]
Co2+,CC(=O)CCC(O)=O,1,[0.8],[6]
Co2+,CC(=O)[C@H]1CC[C@@]2(O)[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,1,[20.11],[7]
Co2+,CC(C(O)=O)C(O)=O,1,[2.45],[6]
Co2+,CC(C)(C(O)=O)C(O)=O,1,[1.9],[4]
Co2+,CC(C)C[C@H](N)C(=O)NCC(O)=O,1,[2.42],[5]
Co2+,CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,1,[2.21],[4]
Co2+,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[17.4],[3]
Co2+,CC(O)Cc1ccccn1,1,[1.55],[9]
Co2+,CC1=CN(C2CC(O)C(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)O2)C(=O)NC1=O,1,[4.79],[21]
Co2+,CCC(C(O)=O)C(O)=O,1,[2.51],[7]
Co2+,CCC(CC)(C(O)=O)C(O)=O,1,[2.25],[9]
Co2+,CCC1C(=O)NCCNCCNCCNCCNC1=O,1,[4.66],[8]
Co2+,CCCC(CCC)(C(O)=O)C(O)=O,1,[2.22],[11]
Co2+,CCCCC(C(O)=O)C(O)=O,1,[2.57],[6]
Co2+,CCCCC(CCCC)(C(O)=O)C(O)=O,1,[2.26],[10]
Co2+,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@@]3(O)[C@H]2C=C(C)C3=O)[C@@H]4C(C)(C)[C@]14OC(C)=O,1,[11.24],[25]
Co2+,CCCCO[P]([O-])(=O)O[P]([O-])([O-])=O,1,[3.89],[7]
Co2+,CCCCO[P]([O-])([O-])=O,1,[2.08],[8]
Co2+,CCCc1ccccn1,1,[-1.4],[8]
Co2+,CCOC[P](O)(O)=O,1,[2.41],[5]
Co2+,CC[P](O)(O)=O,1,[2.27],[4]
Co2+,CN(C)CCc1c[nH]cn1,1,[2.82],[1]
Co2+,CN(C)c1ccc(cc1)N=Nc2ccccn2,1,[3.37],[16]
Co2+,CN1CCCN(C)CCN(C)CCCN(C)CC1,1,[7.58],[9]
Co2+,CN1CCNCCN(C)CCN(C)CCN(C)CCNCC1,1,[13.14],[19]
Co2+,CN1CCSCCN(C)CCSCC1,1,[4.24],[7]
Co2+,CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN,1,[5.01],[19]
Co2+,CNCCSCCOCCSCCNC,1,[8.22],[1]
Co2+,COC(=O)c1ccc2cccc(O)c2n1,1,[5.53],[14]
Co2+,CO[P]([O-])(=O)O[P]([O-])([O-])=O,1,[3.7],[9]
Co2+,COc1cccc(SCC(O)=O)c1,1,[0.5],[10]
Co2+,COc1ccccc1SCC(O)=O,1,[0.74],[11]
Co2+,COc1ccccc1[Se]CC(O)=O,1,[0.65],[11]
Co2+,CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,1,[4.3],[10]
Co2+,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(O)=O,1,[8.07],[2]
Co2+,C[C@H](N)C(=O)N[C@@H](CS)C(O)=O,1,[8.73],[2]
Co2+,C[P](O)(O)=O,1,[2.24],[2]
Co2+,Cc1c(cccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[2.27],[23]
Co2+,Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[4.52],[14]
Co2+,Cc1ccc(cc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[4.71],[19]
Co2+,Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,1,[9.77],[7]
Co2+,Cc1ncc(C[n+]2csc(CCO[P](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,1,[3.66],[24]
Co2+,N,1,[2.08],[]
Co2+,NC(CO)(CO)CO,1,[1.73],[0]
Co2+,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O,1,[4.800000000000001],[14]
Co2+,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O,1,[3.65],[19]
Co2+,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,1,[4.65],[24]
Co2+,NCC(=O)NCCc1c[nH]cn1,1,[2.94],[0]
Co2+,NCC(=O)N[C@@H](CO)C(O)=O,1,[3.08],[0]
Co2+,NCC(=O)N[C@@H](CS)C(O)=O,1,[10.03],[0]
Co2+,NCC(CN)(CN)CN.NCC(CN)(CN)CN,1,[7.59],[0]
Co2+,NCC(N)CN,1,[7.08],[5]
Co2+,NCCC(=O)NC(Cc1[nH]cnc1)C(O)=O,1,[2.85],[0]
Co2+,NCCC(=O)NCCC(O)=O,1,[3.0],[0]
Co2+,NCCN1CCCN(CCN)CC1,1,[8.37],[10]
Co2+,NCCNC(=O)C(=O)NCCN,1,[2.78],[11]
Co2+,NCCNCCCNCCN,1,[12.4],[0]
Co2+,NCCNCCCc1ccccn1.NCCNCCc2ccccn2,1,[7.0],[0]
Co2+,NCCNCCOCCNCCN,1,[9.47],[12]
Co2+,NCCNCCSCCNCCN,1,[11.46],[12]
Co2+,N[C@@H](CC(O)=O)C(=O)NCC(O)=O,1,[4.1],[0]
Co2+,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,1,[9.55],[0]
Co2+,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,1,[7.17],[19]
Co2+,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,1,[5.49],[0]
Co2+,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,1,[8.54],[0]
Co2+,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1,[4.73],[0]
Co2+,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1,[1.5533333333333335],[0]
Co2+,O=C1CC(=O)NCCNCCNCCNCCN1,1,[4.62],[14]
Co2+,O=C1NC(=O)c2[nH]cnc2N1,1,[2.1],[8]
Co2+,OC(=O)C(=C)O[P](O)(O)=O,1,[2.54],[0]
Co2+,OC(=O)C(=O)C(O)=O,1,[2.42],[0]
Co2+,OC(=O)C(CC=C)C(O)=O,1,[2.29],[8]
Co2+,OC(=O)C(CCC=C)C(O)=O,1,[2.32],[0]
Co2+,OC(=O)C(CCCC=C)C(O)=O,1,[2.54],[10]
Co2+,OC(=O)C1(CC1)C(O)=O,1,[3.5],[0]
Co2+,OC(=O)C1(CCCC1)C(O)=O,1,[1.92],[0]
Co2+,OC(=O)C1(CCCCC1)C(O)=O,1,[1.96],[10]
Co2+,OC(=O)C=N,1,[13.81],[0]
Co2+,OC(=O)CC(=O)C(O)=O,1,[2.23],[0]
Co2+,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,1,[14.0],[8]
Co2+,OC(=O)CC(O)(CC(O)=O)C(O)=O,1,[4.9],[11]
Co2+,OC(=O)CCC(O)=O,1,[1.72],[0]
Co2+,OC(=O)CCCCCC(O)=O,1,[1.5],[0]
Co2+,OC(=O)CCSCC(O)=O,1,[2.11],[0]
Co2+,OC(=O)CCSCCC(O)=O,1,[1.6],[0]
Co2+,OC(=O)CC[Se]CCC(O)=O,1,[1.82],[0]
Co2+,OC(=O)CC[Te]CCC(O)=O,1,[2.36],[0]
Co2+,OC(=O)CN(CC(O)=O)C1C(=O)NC(=O)NC1=O,1,[11.84],[4]
Co2+,OC(=O)CN(CC(O)=O)Cc1ccccn1,1,[10.56],[4]
Co2+,OC(=O)CN(CC(O)=O)c1cc(ccc1C(O)=O)C(O)=O,1,[8.83],[16]
Co2+,OC(=O)CN(CC(O)=O)c1ccc(Cl)cc1N(CC(O)=O)CC(O)=O,1,[12.75],[19]
Co2+,OC(=O)CN(CC(O)=O)c1ccc(cc1)N(CC(O)=O)CC(O)=O,1,[5.31],[18]
Co2+,OC(=O)CN(CC(O)=O)c1cccc(c1)N(CC(O)=O)CC(O)=O,1,[5.1],[0]
Co2+,OC(=O)CN(CC(O)=O)c1ccccc1,1,[2.96],[7]
Co2+,OC(=O)CN(CC(O)=O)c1ccccc1C(O)=O,1,[8.42],[16]
Co2+,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,1,[16.45],[4]
Co2+,OC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,1,[7.44],[8]
Co2+,OC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,1,[6.84],[12]
Co2+,OC(=O)CNC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,1,[6.45],[0]
Co2+,OC(=O)CNCCNCC(O)=O,1,[11.25],[4]
Co2+,OC(=O)CNCc1ccccn1,1,[8.1],[11]
Co2+,OC(=O)CNc1cc(C(O)=O)c(NCC(O)=O)cc1C(O)=O,1,[5.8],[9]
Co2+,OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,1,[9.8],[15]
Co2+,OC(=O)CNc1ccccc1C(O)=O.OC(=O)CNc2ccccc2C(O)=O,1,[3.2],[26]
Co2+,OC(=O)COCC(O)=O,1,[2.7],[0]
Co2+,OC(=O)CSCCSCC(O)=O,1,[3.13],[10]
Co2+,OC(=O)CSSCC(O)=O,1,[1.5],[8]
Co2+,OC(=O)CSc1ccccc1,1,[0.76],[0]
Co2+,OC(=O)C[Se]CC(O)=O,1,[2.47],[0]
Co2+,OC(=O)C[Se]c1ccccc1,1,[0.63],[0]
Co2+,OC(=O)[C@H](CS)NCCN[C@@H](CS)C(O)=O,1,[16.84],[5]
Co2+,OC(=O)[P](O)(O)=O,1,[5.31],[0]
Co2+,OC(=O)c1ccccc1C(O)=O,1,[2.03],[10]
Co2+,OC(Cc1ccccn1)c2ccccc2,1,[1.4],[8]
Co2+,OC1=CC=CC=CC1=O,1,[5.59],[0]
Co2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,1,[4.765000000000001],[14]
Co2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,1,[4.7],[18]
Co2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,1,[3.68],[10]
Co2+,OCC(O)=O,1,[1.66],[3]
