metal_ion,SMILES,pKa_num,pKa_value,predicted_positions
Cu2+,C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(O)=O,1,[5.33],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,1,[5.27],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,1,[4.77],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(O)=O,1,[5.46],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,1,[5.36],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,1,[6.67],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(O)=O,1,[5.59],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](C)C(O)=O,1,[5.35],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,1,[6.27],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(O)=O,1,[7.11],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,1,[6.98],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(=O)NCC(O)=O,1,[6.63],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,1,[5.15],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,1,[4.88],[2]
Cu2+,C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,1,[5.2],[2]
Cu2+,C[C@H](N)C(=O)N[C@H](C)C(O)=O,1,[5.6],[2]
Cu2+,C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,1,[5.42],[2]
Cu2+,C[C@H](NC(=O)CN)C(=O)NCC(O)=O,1,[5.18],[6]
Cu2+,C[C@H](NC(=O)CNC(=O)CN)C(O)=O,1,[5.08],[10]
Cu2+,C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,1,[-5.35],[18]
Cu2+,C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,1,[4.97],[27]
Cu2+,C[C@H](NC(=O)[C@@H](N)CC(O)=O)C(O)=O,1,[6.62],[6]
Cu2+,C[C@H](NC(=O)[C@@H](N)CCC(O)=O)C(O)=O,1,[6.17],[6]
Cu2+,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,1,[11.62],[6]
Cu2+,C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O,1,[6.6],[9]
Cu2+,C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,1,[6.83],[11]
Cu2+,C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(O)=O,1,[6.04],[16]
Cu2+,C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(O)=O)C(O)=O,1,[5.37],[16]
Cu2+,C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1)C(O)=O,1,[5.59],[21]
Cu2+,C[P](O)(O)=O,1,[3.5],[2]
Cu2+,Cc1[nH]cc(C)n1,1,[3.8],[6]
Cu2+,Cc1c(cccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[6.3],[14]
Cu2+,Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[7.23],[19]
Cu2+,Cc1ccc(N(CC(O)=O)CC(O)=O)c(c1)N(CC(O)=O)CC(O)=O,1,[16.0],[8]
Cu2+,Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,1,[12.65],[7]
Cu2+,Cc1ccccn1,1,[-1.3],[6]
Cu2+,Cc1cccnc1,1,[2.77],[5]
Cu2+,Cc1ccncc1,1,[2.88],[4]
Cu2+,Cc1ncc(C[n+]2csc(CCO[P](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,1,[5.23],[24]
Cu2+,N,1,[4.1],[]
Cu2+,NC(=O)CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCCN2C(=O)OCc3ccccc3,1,[3.28],[13]
Cu2+,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H]3CCC(=O)N3,1,[3.5],[16]
Cu2+,NC(C(O)=O)C(O)=O,1,[9.85],[0]
Cu2+,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O,1,[5.859999999999999],[18]
Cu2+,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O,1,[5.29],[18]
Cu2+,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,1,[1.5],[0]
Cu2+,NC1=NC(=O)NC=C1,1,[1.7],[0]
Cu2+,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,1,[5.93],[24]
Cu2+,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,1,[2.1],[0]
Cu2+,NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,1,[5.38],[0]
Cu2+,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(O)=O,1,[5.15],[0]
Cu2+,NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(O)=O,1,[5.22],[0]
Cu2+,NCC(=O)N1CCC[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC(O)=O,1,[4.96],[0]
Cu2+,NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,1,[5.33],[0]
Cu2+,NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(O)=O,1,[4.95],[0]
Cu2+,NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(O)=O,1,[5.16],[0]
Cu2+,NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,1,[5.3],[0]
Cu2+,NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,1,[5.1],[0]
Cu2+,NCC(=O)NCC(=O)NCC(N)=O,1,[4.77],[0]
Cu2+,NCC(=O)NCC(=O)NCC(O)=O,1,[5.05],[0]
Cu2+,NCC(=O)NCC(=O)NCCC(O)=O,1,[-5.25],[0]
Cu2+,NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,1,[7.59],[0]
Cu2+,NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,1,[9.82],[0]
Cu2+,NCC(=O)NCC(N)=O,1,[4.88],[0]
Cu2+,NCC(=O)NCCC(=O)NCC(O)=O,1,[-5.6],[0]
Cu2+,NCC(=O)NCCC(N)=O,1,[5.22],[0]
Cu2+,NCC(=O)N[C@@H](CC(N)=O)C(O)=O,1,[5.99],[0]
Cu2+,NCC(=O)N[C@@H](CO)C(O)=O,1,[5.66],[0]
Cu2+,NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,1,[12.63],[0]
Cu2+,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,1,[9.72],[0]
Cu2+,NCC(O)C(O)=O,1,[-6.42],[0]
Cu2+,NCCC(=O)NC(Cc1[nH]cnc1)C(O)=O,1,[8.38],[0]
Cu2+,NCCC(=O)NCC(=O)NCC(O)=O,1,[-5.28],[0]
Cu2+,NCCC(=O)NCC(N)=O,1,[5.16],[0]
Cu2+,NCCC(=O)NCC(O)=O,1,[5.45],[0]
Cu2+,NCCC(=O)NCCC(O)=O,1,[5.5],[0]
Cu2+,NCCCC(O)([P](O)(O)=O)[P](O)(O)=O,1,[12.9],[0]
Cu2+,NCCCC(O)=O,1,[5.47],[0]
Cu2+,NCCCCNCCCN,1,[11.59],[9]
Cu2+,NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,1,[13.2],[0]
Cu2+,NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,1,[13.42],[0]
Cu2+,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,1,[8.99],[0]
Cu2+,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,1,[7.84],[0]
Cu2+,NCCCN1CCCN(CCCN)CC1,1,[18.57],[0]
Cu2+,NCCCN1CCCNCCCNCCC1,1,[16.0],[0]
Cu2+,NCCCN1CCN(CCCN)CC1,1,[-13.4],[0]
Cu2+,NCCCNC(=O)C(=O)NCCCN,1,[11.46],[0]
Cu2+,NCCCNCCCCNCCCN,1,[14.7],[0]
Cu2+,NCCCNCCO.NCCCNCCO,1,[10.48],[0]
Cu2+,NCCC[P](O)(O)=O,1,[7.15],[0]
Cu2+,NCCN1CCCN(CCN)CC1,1,[20.3],[10]
Cu2+,NCCN1CCCN(CCN)CCC1,1,[21.24],[0]
Cu2+,NCCN1CCCNCC1,1,[14.31],[0]
Cu2+,NCCN1CCN(CCN)CC1,1,[11.91],[9]
Cu2+,NCCNC(=O)C(=O)NCCN,1,[9.17],[11]
Cu2+,NCCNCCCc1ccccn1.NCCNCCc2ccccn2,1,[13.4],[13]
Cu2+,NCCNCCOCCNCCN,1,[17.96],[0]
Cu2+,NCCNCCSCCNCCN,1,[19.67],[0]
Cu2+,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](O[C@@H]2CO)O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@H](N)[C@@H](O)[C@@H]1O,1,[17.26],[0]
Cu2+,NCc1cccc(n1)c2cccc(CN)n2,1,[15.05],[14]
Cu2+,NN,1,[4.2],[0]
Cu2+,NO,1,[-2.8],[0]
Cu2+,NO[P](O)(=O)C(c1ccccc1)[P](O)(O)=O,1,[15.63],[0]
Cu2+,N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,1,[7.83],[0]
Cu2+,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,1,[13.82],[19]
Cu2+,N[C@@H](CCC(O)=O)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,1,[5.18],[0]
Cu2+,N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,1,[6.0],[0]
Cu2+,N[C@@H](CO)C(=O)NCC(O)=O,1,[4.9],[0]
Cu2+,N[C@@H](Cc1c[nH]cn1)C(=O)NO,1,[20.23],[0]
Cu2+,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,1,[11.1],[0]
Cu2+,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,1,[12.37],[0]
Cu2+,N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,1,[16.62],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(O)=O,1,[9.74],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,1,[11.82],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,1,[11.34],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(O)=O,1,[11.72],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,1,[15.14],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc3ccc(O)cc3)C(O)=O,1,[15.09],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,1,[13.08],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,1,[11.9],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,1,[11.72],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=N)C(O)=O,1,[10.85],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(O)=O,1,[11.66],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2c[nH]cn2)C(O)=O,1,[13.87],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccc(O)cc2)C(O)=O,1,[12.9],[0]
Cu2+,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccccc2)C(O)=O,1,[11.42],[0]
Cu2+,N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(O)=O,1,[4.66],[0]
Cu2+,N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O,1,[4.93],[0]
Cu2+,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,1,[11.68],[0]
Cu2+,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,1,[5.31],[0]
Cu2+,N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,1,[12.0],[0]
Cu2+,Nc1ccc(Cl)cc1N,1,[4.54],[0]
Cu2+,Nc1cccc[n+]1[O-],1,[0.9],[0]
Cu2+,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1,[6.489999999999999],[0]
Cu2+,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1,[-1.8566666666666665],[0]
Cu2+,Nc1ncnc2nc[nH]c12,1,[2.7],[0]
Cu2+,O=C1CC(=O)NCCNCCNCCNCCN1,1,[13.02],[14]
Cu2+,O=C1CNCC(=O)NCCNCCNCCNCCN1,1,[10.56],[3]
Cu2+,O=C1CSCC(=O)NCCCNCCNCCCN1,1,[7.95],[14]
Cu2+,O=C1CSCC(=O)NCCNCCNCCN1,1,[8.08],[13]
Cu2+,O=C1NCCNCCNCCNCCNC(=O)C1CCc2ccccn2,1,[14.04],[25]
Cu2+,O=C1NCCNCCNCCNCCNC(=O)C1Cc2ccccc2,1,[12.39],[11]
Cu2+,OC(=O)/C=C/c1ccccn1,1,[1.0],[10]
Cu2+,OC(=O)C(CC=C)C(O)=O,1,[4.66],[0]
Cu2+,OC(=O)C(CCC=C)C(O)=O,1,[4.74],[9]
Cu2+,OC(=O)C(CCCC=C)C(O)=O,1,[4.83],[0]
Cu2+,OC(=O)C=N,1,[17.13],[0]
Cu2+,OC(=O)CC(=O)C(O)=O,1,[4.19],[0]
Cu2+,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,1,[18.4],[8]
Cu2+,OC(=O)CCC(O)=O,1,[2.7],[0]
Cu2+,OC(=O)CCCC(O)=O,1,[2.37],[7]
Cu2+,OC(=O)CCCCC(O)=O,1,[2.3],[8]
Cu2+,OC(=O)CCCCCC(O)=O,1,[2.2],[0]
Cu2+,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,1,[1.63],[0]
Cu2+,OC(=O)CCSCC(O)=O,1,[3.75],[0]
Cu2+,OC(=O)CCSCCC(O)=O,1,[2.97],[0]
Cu2+,OC(=O)CC[P](O)(O)=O,1,[4.28],[0]
Cu2+,OC(=O)CC[Se]CCC(O)=O,1,[2.6],[0]
Cu2+,OC(=O)CC[Te]CCC(O)=O,1,[3.2],[0]
Cu2+,OC(=O)CN(CC(O)=O)Cc1ccccn1,1,[14.09],[4]
Cu2+,OC(=O)CN(CC(O)=O)c1cc(ccc1C(O)=O)C(O)=O,1,[10.85],[19]
Cu2+,OC(=O)CN(CC(O)=O)c1ccc(Cl)cc1N(CC(O)=O)CC(O)=O,1,[15.15],[7]
Cu2+,OC(=O)CN(CC(O)=O)c1ccc(cc1)N(CC(O)=O)CC(O)=O,1,[8.16],[7]
Cu2+,OC(=O)CN(CC(O)=O)c1cccc(c1)N(CC(O)=O)CC(O)=O,1,[8.33],[0]
Cu2+,OC(=O)CN(CC(O)=O)c1ccccc1,1,[6.62],[0]
Cu2+,OC(=O)CN(CC(O)=O)c1ccccc1C(O)=O,1,[10.93],[16]
Cu2+,OC(=O)CN(CC(O)=O)c1ccccc1N(CC(O)=O)CC(O)=O,1,[15.11],[0]
Cu2+,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,1,[18.78],[4]
Cu2+,OC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,1,[11.4],[8]
Cu2+,OC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,1,[11.0],[12]
Cu2+,OC(=O)CNC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,1,[8.79],[0]
Cu2+,OC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1,1,[5.59],[0]
Cu2+,OC(=O)CNC(=O)[C@@H]1CCCN1,1,[6.4],[0]
Cu2+,OC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CCCN2,1,[8.75],[18]
Cu2+,OC(=O)CNC(=O)c1ccccc1,1,[2.03],[0]
Cu2+,OC(=O)CNCc1ccccn1,1,[11.8],[11]
Cu2+,OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,1,[12.4],[9]
Cu2+,OC(=O)COc1ccccc1,1,[1.51],[0]
Cu2+,OC(=O)COc1ccccc1C(O)=O.OC(=O)COc2ccccc2C(O)=O,1,[3.1],[14]
Cu2+,OC(=O)CSCCC=C,1,[2.13],[0]
Cu2+,OC(=O)CSCCSCC(O)=O,1,[11.16],[0]
Cu2+,OC(=O)CSc1ccccc1,1,[1.43],[0]
Cu2+,OC(=O)CSc1ccccc1C(O)=O.OC(=O)CSc2ccccc2C(O)=O,1,[3.0],[26]
Cu2+,OC(=O)C[Se]CC(O)=O,1,[3.55],[7]
Cu2+,OC(=O)C[Se]CCC=C,1,[2.02],[0]
Cu2+,OC(=O)C[Se]c1ccccc1,1,[1.28],[0]
Cu2+,OC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN2,1,[6.23],[0]
Cu2+,OC(=O)[C@@H]1CCC(=O)N1,1,[1.57],[0]
Cu2+,OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCCN2,1,[10.05],[9]
Cu2+,OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]2CCCN2,1,[9.89],[0]
Cu2+,OC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN2,1,[-6.53],[0]
Cu2+,OC(=O)[P](O)(O)=O,1,[7.78],[0]
Cu2+,OC(=O)c1c(C(O)=O)c(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,1,[6.48],[0]
Cu2+,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,1,[2.67],[10]
Cu2+,OC(=O)c1ccc(Br)cc1C(O)=O,1,[2.84],[11]
Cu2+,OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,1,[3.23],[8]
Cu2+,OC(=O)c1ccc(cc1C(O)=O)[N+]([O-])=O,1,[2.42],[0]
Cu2+,OC(=O)c1cccc(Br)c1C(O)=O,1,[2.95],[0]
Cu2+,OC(=O)c1cccc(C(O)=O)c1C(O)=O,1,[4.38],[0]
Cu2+,OC(=O)c1cccc(Cl)c1C(O)=O,1,[2.86],[11]
Cu2+,OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O,1,[2.42],[0]
Cu2+,OC(C(CC(O)=O)C(O)=O)C(O)=O,1,[5.2],[8]
Cu2+,OC(CC(O)=O)C(O)=O,1,[3.64],[4]
Cu2+,OC(CNC(C(O)=O)C(O)=O)CNC(C(O)=O)C(O)=O,1,[12.67],[12]
Cu2+,OC(Cc1ccccn1)c2ccccc2,1,[2.1],[8]
Cu2+,OC1=CC=CC=CC1=O,1,[8.34],[0]
Cu2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,1,[5.865],[14]
Cu2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,1,[5.88],[19]
Cu2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,1,[5.21],[10]
Cu2+,OC1CC(O)(CC(O)C1O)C(O)=O,1,[2.44],[11]
Cu2+,OC1CSCCSCCCSCCSC1,1,[4.69],[0]
Cu2+,OCC(CO)O[P](O)(O)=O,1,[2.81],[7]
Cu2+,OCC(O)=O,1,[2.4],[3]
Cu2+,OCC1=CC(=O)C(=CO1)O,1,[6.82],[9]
Cu2+,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,1,[17.4],[13]
Cu2+,OCCN(CCO)Cc1ccccn1,1,[9.2],[13]
Cu2+,OCCN(CCO)c1cc(ccc1C(O)=O)C(O)=O,1,[5.3],[14]
Cu2+,OCCNCCNCCO.OCCNCCNCCO,1,[9.68],[13]
Cu2+,OCCNCCc1ccccn1,1,[9.2],[11]
Cu2+,OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,1,[2.74],[7]
Cu2+,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3C(=O)NC(=O)Nc23,1,[2.58],[9]
Cu2+,OC[P](O)(O)=O,1,[3.53],[4]
Cu2+,O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O,1,[2.96],[5]
Cu2+,O[C@H]([C@@H](O)C(O)=O)C(O)=O,1,[10.42],[8]
Cu2+,O[P](O)(=O)C(Cl)(Cl)Cl,1,[2.17],[2]
Cu2+,O[P](O)(=O)C(Cl)Cl,1,[2.49],[2]
Cu2+,O[P](O)(=O)C1CCCCC1,1,[3.97],[2]
Cu2+,O[P](O)(=O)C1CCCCN1,1,[8.76],[0]
Cu2+,O[P](O)(=O)CBr,1,[2.95],[0]
Cu2+,O[P](O)(=O)CI,1,[3.04],[0]
Cu2+,O[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O,1,[3.4166666666666665],[0]
Cu2+,O[P](O)(=O)O[P](O)(=O)O[P](O)([O-])=O,1,[9.0],[0]
Cu2+,O[P](O)(=O)c1ccccc1,1,[3.18],[2]
Cu2+,O[P](O)([O-])=O,1,[4.7575],[2]
Cu2+,Oc1c(C=O)cc(cc1[N+]([O-])=O)[N+]([O-])=O,1,[1.68],[0]
Cu2+,Oc1c(C=O)cccc1[N+]([O-])=O,1,[3.61],[0]
Cu2+,Oc1c(Cl)cccc1C=O,1,[4.74],[0]
Cu2+,Oc1c(cc(c2cccnc12)[S](O)(=O)=O)[N+]([O-])=O,1,[8.23],[0]
Cu2+,Oc1cc(Cl)ccc1C=O,1,[5.11],[0]
Cu2+,Oc1ccc(Cl)cc1C=O,1,[4.96],[0]
Cu2+,Oc1ccc(cc1C=O)[N+]([O-])=O,1,[3.83],[0]
Cu2+,Oc1cccc(Cl)c1C=O,1,[5.88],[0]
Cu2+,Oc1cccc[n+]1[O-],1,[7.3],[6]
Cu2+,Oc1ccccc1C=O,1,[5.56],[0]
Cu2+,Oc1ccccc1CC2C(=O)NCCNCCCNCCNC2=O,1,[14.1],[0]
Cu2+,S=C(NNc1ccccc1)N=Nc2ccccc2,1,[22.3],[3]
Cu2+,[O-][N+](=O)c1ccc(O[P]([O-])([O-])=O)cc1,1,[2.24],[11]
Cu2+,[O-][P]([O-])(=O)O[P]([O-])(=O)Oc1ccccc1,1,[5.17],[11]
Cu2+,[O-][P]([O-])(=O)Oc1cccc2ccccc12,1,[2.64],[10]
Cu2+,[O-][P]([O-])(=O)Oc1ccccc1,1,[2.69],[7]
Cu2+,[OH-],1,[6.1],[]
Cu2+,c1ccc(C=Cc2ccccn2)nc1,1,[1.0],[12]
Cu2+,c1ccc(cc1)c2ccccn2,1,[0.7],[11]
Cu2+,c1ccc(cc1)c2cccnc2,1,[2.25],[10]
Cu2+,c1ccc(cc1)c2ccncc2,1,[2.54],[9]
Cu2+,c1ccc2ncccc2c1,1,[2.65],[4]
Cu2+,s1ccc(c1)c2ccccn2,1,[0.7],[10]
Cu2+,s1ccc(c1)c2cccnc2,1,[2.3],[9]
Cu2+,s1ccc(c1)c2ccncc2,1,[2.67],[8]
Cu2+,s1cccc1c2ccccn2,1,[0.2],[10]
Cu2+,s1cccc1c2cccnc2,1,[2.15],[9]
Cu2+,s1cccc1c2ccncc2,1,[2.57],[8]
Cu2+,s1cncc1c2ccccn2,1,[1.7],[10]
Cu2+,C1CNCCCNC1,2,"[10.51, 17.95]","[2, 6]"
Cu2+,CC(=O)CC(O)=O,2,"[1.39, 2.37]","[5, 6]"
Cu2+,CC(=O)CCC(O)=O,2,"[1.7, 2.55]","[6, 2]"
Cu2+,CC(=O)CN(CC(O)=O)CC(O)=O,2,"[9.1, 13.98]","[4, 7]"
Cu2+,CC(=O)NCC(=O)N(CC(O)=O)C(=O)[C@@H](N)Cc1cncn1Cc2ccccc2,2,"[3.06, 6.33]","[15, 21]"
Cu2+,CC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[4.4, 7.92]","[22, 24]"
Cu2+,CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,2,"[3.95, 7.75]","[18, 24]"
Cu2+,CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[4.24, 7.92]","[18, 20]"
Cu2+,CC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,2,"[3.84, 7.52]","[14, 20]"
